"event","quarter","bin","time","resolution","realization","binL","binH","binValue","grpd_event_time_bin","pAgg","dataSet"
1969,3,14,1969.625,1,8.1,-3,-2,-2.5,59,0.00216981132075472,"PRGDP"
1969,3,15,1969.625,1,8.1,-1000,-3,-4,60,0.00141509433962264,"PRGDP"
1969,4,1,1969.875,1,8.1,10,1000,11,61,0.000925925925925926,"PRGDP"
1969,4,2,1969.875,1,8.1,9,10,9.5,62,0.00314814814814815,"PRGDP"
1969,4,3,1969.875,1,8.1,8,9,8.5,63,0.0172222222222222,"PRGDP"
1969,4,4,1969.875,1,8.1,7,8,7.5,64,0.0825925925925926,"PRGDP"
1969,4,5,1969.875,1,8.1,6,7,6.5,65,0.221481481481481,"PRGDP"
1969,4,6,1969.875,1,8.1,5,6,5.5,66,0.368148148148148,"PRGDP"
1969,4,7,1969.875,1,8.1,4,5,4.5,67,0.176666666666667,"PRGDP"
1969,4,8,1969.875,1,8.1,3,4,3.5,68,0.0718518518518519,"PRGDP"
1969,4,9,1969.875,1,8.1,2,3,2.5,69,0.0307407407407407,"PRGDP"
1969,4,10,1969.875,1,8.1,1,2,1.5,70,0.0207407407407407,"PRGDP"
1969,4,11,1969.875,1,8.1,0,1,0.5,71,0.00296296296296296,"PRGDP"
1969,4,12,1969.875,1,8.1,-1,0,-0.5,72,0.00240740740740741,"PRGDP"
1969,4,13,1969.875,1,8.1,-2,-1,-1.5,73,0.000555555555555555,"PRGDP"
1969,4,14,1969.875,1,8.1,-3,-2,-2.5,74,0.00037037037037037,"PRGDP"
1969,4,15,1969.875,1,8.1,-1000,-3,-4,75,0.00037037037037037,"PRGDP"
1970,1,1,1970.125,1,5.5,10,1000,11,76,0.000877192982456141,"PRGDP"
1970,1,2,1970.125,1,5.5,9,10,9.5,77,0.00228070175438596,"PRGDP"
1970,1,3,1970.125,1,5.5,8,9,8.5,78,0.00526315789473684,"PRGDP"
1970,1,4,1970.125,1,5.5,7,8,7.5,79,0.0412280701754386,"PRGDP"
1970,1,5,1970.125,1,5.5,6,7,6.5,80,0.186315789473684,"PRGDP"
1970,1,6,1970.125,1,5.5,5,6,5.5,81,0.391754385964912,"PRGDP"
1970,1,7,1970.125,1,5.5,4,5,4.5,82,0.217894736842105,"PRGDP"
1970,1,8,1970.125,1,5.5,3,4,3.5,83,0.0903508771929825,"PRGDP"
1970,1,9,1970.125,1,5.5,2,3,2.5,84,0.0380701754385965,"PRGDP"
1970,1,10,1970.125,1,5.5,1,2,1.5,85,0.0131578947368421,"PRGDP"
1970,1,11,1970.125,1,5.5,0,1,0.5,86,0.00596491228070175,"PRGDP"
1970,1,12,1970.125,1,5.5,-1,0,-0.5,87,0.00263157894736842,"PRGDP"
1970,1,13,1970.125,1,5.5,-2,-1,-1.5,88,0.00192982456140351,"PRGDP"
1970,1,14,1970.125,1,5.5,-3,-2,-2.5,89,0.0012280701754386,"PRGDP"
1970,1,15,1970.125,1,5.5,-1000,-3,-4,90,0.00105263157894737,"PRGDP"
1970,2,1,1970.375,1,5.5,10,1000,11,91,0.00142857142857143,"PRGDP"
1970,2,2,1970.375,1,5.5,9,10,9.5,92,0.00306122448979592,"PRGDP"
1970,2,3,1970.375,1,5.5,8,9,8.5,93,0.0073469387755102,"PRGDP"
1970,2,4,1970.375,1,5.5,7,8,7.5,94,0.0283673469387755,"PRGDP"
1970,2,5,1970.375,1,5.5,6,7,6.5,95,0.124285714285714,"PRGDP"
1970,2,6,1970.375,1,5.5,5,6,5.5,96,0.450204081632653,"PRGDP"
1970,2,7,1970.375,1,5.5,4,5,4.5,97,0.261632653061225,"PRGDP"
1970,2,8,1970.375,1,5.5,3,4,3.5,98,0.0616326530612245,"PRGDP"
1970,2,9,1970.375,1,5.5,2,3,2.5,99,0.0193877551020408,"PRGDP"
1970,2,10,1970.375,1,5.5,1,2,1.5,100,0.0116326530612245,"PRGDP"
1970,2,11,1970.375,1,5.5,0,1,0.5,101,0.0118367346938776,"PRGDP"
1970,2,12,1970.375,1,5.5,-1,0,-0.5,102,0.00938775510204082,"PRGDP"
1970,2,13,1970.375,1,5.5,-2,-1,-1.5,103,0.00530612244897959,"PRGDP"
1970,2,14,1970.375,1,5.5,-3,-2,-2.5,104,0.00326530612244898,"PRGDP"
1970,2,15,1970.375,1,5.5,-1000,-3,-4,105,0.00122448979591837,"PRGDP"
1970,3,1,1970.625,1,5.5,10,1000,11,106,0.00111111111111111,"PRGDP"
1970,3,2,1970.625,1,5.5,9,10,9.5,107,0.00203703703703704,"PRGDP"
1970,3,3,1970.625,1,5.5,8,9,8.5,108,0.00407407407407407,"PRGDP"
1970,3,4,1970.625,1,5.5,7,8,7.5,109,0.0188888888888889,"PRGDP"
1970,3,5,1970.625,1,5.5,6,7,6.5,110,0.0916666666666667,"PRGDP"
1970,3,6,1970.625,1,5.5,5,6,5.5,111,0.489074074074074,"PRGDP"
1970,3,7,1970.625,1,5.5,4,5,4.5,112,0.332777777777778,"PRGDP"
1970,3,8,1970.625,1,5.5,3,4,3.5,113,0.0448148148148148,"PRGDP"
1970,3,9,1970.625,1,5.5,2,3,2.5,114,0.012037037037037,"PRGDP"
1970,3,10,1970.625,1,5.5,1,2,1.5,115,0.00185185185185185,"PRGDP"
1970,3,11,1970.625,1,5.5,0,1,0.5,116,0.000740740740740741,"PRGDP"
1970,3,12,1970.625,1,5.5,-1,0,-0.5,117,0.00037037037037037,"PRGDP"
1970,3,13,1970.625,1,5.5,-2,-1,-1.5,118,0.000185185185185185,"PRGDP"
1970,3,14,1970.625,1,5.5,-3,-2,-2.5,119,0.000185185185185185,"PRGDP"
1970,3,15,1970.625,1,5.5,-1000,-3,-4,120,0.000185185185185185,"PRGDP"
1970,4,1,1970.875,1,5.5,10,1000,11,121,0.0155555555555556,"PRGDP"
1970,4,2,1970.875,1,5.5,9,10,9.5,122,0.034957264957265,"PRGDP"
1970,4,3,1970.875,1,5.5,8,9,8.5,123,0.0983760683760684,"PRGDP"
1970,4,4,1970.875,1,5.5,7,8,7.5,124,0.254444444444444,"PRGDP"
1970,4,5,1970.875,1,5.5,6,7,6.5,125,0.243846153846154,"PRGDP"
1970,4,6,1970.875,1,5.5,5,6,5.5,126,0.115641025641026,"PRGDP"
1970,4,7,1970.875,1,5.5,4,5,4.5,127,0.0687179487179487,"PRGDP"
1970,4,8,1970.875,1,5.5,3,4,3.5,128,0.041025641025641,"PRGDP"
1970,4,9,1970.875,1,5.5,2,3,2.5,129,0.044957264957265,"PRGDP"
1970,4,10,1970.875,1,5.5,1,2,1.5,130,0.0378632478632478,"PRGDP"
1970,4,11,1970.875,1,5.5,0,1,0.5,131,0.0155555555555556,"PRGDP"
1970,4,12,1970.875,1,5.5,-1,0,-0.5,132,0.007008547008547,"PRGDP"
1970,4,13,1970.875,1,5.5,-2,-1,-1.5,133,0.00923076923076923,"PRGDP"
1970,4,14,1970.875,1,5.5,-3,-2,-2.5,134,0.00606837606837607,"PRGDP"
1970,4,15,1970.875,1,5.5,-1000,-3,-4,135,0.00692307692307693,"PRGDP"
1971,1,1,1971.125,1,8.6,10,1000,11,136,0.00528301886792453,"PRGDP"
1971,1,2,1971.125,1,8.6,9,10,9.5,137,0.0458490566037736,"PRGDP"
1971,1,3,1971.125,1,8.6,8,9,8.5,138,0.180754716981132,"PRGDP"
1971,1,4,1971.125,1,8.6,7,8,7.5,139,0.38,"PRGDP"
1971,1,5,1971.125,1,8.6,6,7,6.5,140,0.238867924528302,"PRGDP"
1971,1,6,1971.125,1,8.6,5,6,5.5,141,0.0749056603773585,"PRGDP"
1971,1,7,1971.125,1,8.6,4,5,4.5,142,0.0560377358490566,"PRGDP"
1971,1,8,1971.125,1,8.6,3,4,3.5,143,0.0139622641509434,"PRGDP"
1971,1,9,1971.125,1,8.6,2,3,2.5,144,0.00283018867924528,"PRGDP"
1971,1,10,1971.125,1,8.6,1,2,1.5,145,0.000943396226415095,"PRGDP"
1971,1,11,1971.125,1,8.6,0,1,0.5,146,0.000188679245283019,"PRGDP"
1971,1,12,1971.125,1,8.6,-1,0,-0.5,147,0.000188679245283019,"PRGDP"
1971,1,13,1971.125,1,8.6,-2,-1,-1.5,148,0.000188679245283019,"PRGDP"
1971,1,14,1971.125,1,8.6,-3,-2,-2.5,149,0.000188679245283019,"PRGDP"
1971,1,15,1971.125,1,8.6,-1000,-3,-4,150,0,"PRGDP"
1971,2,1,1971.375,1,8.6,10,1000,11,151,0.00254545454545455,"PRGDP"
1971,2,2,1971.375,1,8.6,9,10,9.5,152,0.028,"PRGDP"
1971,2,3,1971.375,1,8.6,8,9,8.5,153,0.168545454545455,"PRGDP"
1971,2,4,1971.375,1,8.6,7,8,7.5,154,0.476,"PRGDP"
1971,2,5,1971.375,1,8.6,6,7,6.5,155,0.224181818181818,"PRGDP"
1971,2,6,1971.375,1,8.6,5,6,5.5,156,0.0543636363636364,"PRGDP"
1971,2,7,1971.375,1,8.6,4,5,4.5,157,0.0165454545454545,"PRGDP"
1971,2,8,1971.375,1,8.6,3,4,3.5,158,0.00836363636363637,"PRGDP"
1971,2,9,1971.375,1,8.6,2,3,2.5,159,0.0178181818181818,"PRGDP"
1971,2,10,1971.375,1,8.6,1,2,1.5,160,0.00309090909090909,"PRGDP"
1971,2,11,1971.375,1,8.6,0,1,0.5,161,0.000181818181818182,"PRGDP"
1971,2,12,1971.375,1,8.6,-1,0,-0.5,162,0.000181818181818182,"PRGDP"
1971,2,13,1971.375,1,8.6,-2,-1,-1.5,163,0.000181818181818182,"PRGDP"
1971,2,14,1971.375,1,8.6,-3,-2,-2.5,164,0.000181818181818182,"PRGDP"
1971,2,15,1971.375,1,8.6,-1000,-3,-4,165,0,"PRGDP"
1971,3,1,1971.625,1,8.6,10,1000,11,166,0.00617647058823529,"PRGDP"
1971,3,2,1971.625,1,8.6,9,10,9.5,167,0.0426470588235294,"PRGDP"
1971,3,3,1971.625,1,8.6,8,9,8.5,168,0.255588235294118,"PRGDP"
1971,3,4,1971.625,1,8.6,7,8,7.5,169,0.431323529411765,"PRGDP"
1971,3,5,1971.625,1,8.6,6,7,6.5,170,0.114117647058824,"PRGDP"
1971,3,6,1971.625,1,8.6,5,6,5.5,171,0.0622058823529412,"PRGDP"
1971,3,7,1971.625,1,8.6,4,5,4.5,172,0.0514705882352941,"PRGDP"
1971,3,8,1971.625,1,8.6,3,4,3.5,173,0.0177941176470588,"PRGDP"
1971,3,9,1971.625,1,8.6,2,3,2.5,174,0.0119117647058824,"PRGDP"
1971,3,10,1971.625,1,8.6,1,2,1.5,175,0.00426470588235294,"PRGDP"
1971,3,11,1971.625,1,8.6,0,1,0.5,176,0.000882352941176471,"PRGDP"
1971,3,12,1971.625,1,8.6,-1,0,-0.5,177,0.000735294117647058,"PRGDP"
1971,3,13,1971.625,1,8.6,-2,-1,-1.5,178,0.000294117647058824,"PRGDP"
1971,3,14,1971.625,1,8.6,-3,-2,-2.5,179,0.000294117647058824,"PRGDP"
1971,3,15,1971.625,1,8.6,-1000,-3,-4,180,0.000294117647058824,"PRGDP"
1971,4,1,1971.875,1,8.6,10,1000,11,181,0.0911842105263158,"PRGDP"
1971,4,2,1971.875,1,8.6,9,10,9.5,182,0.339473684210526,"PRGDP"
1971,4,3,1971.875,1,8.6,8,9,8.5,183,0.293421052631579,"PRGDP"
1971,4,4,1971.875,1,8.6,7,8,7.5,184,0.118684210526316,"PRGDP"
1971,4,5,1971.875,1,8.6,6,7,6.5,185,0.0689473684210526,"PRGDP"
1971,4,6,1971.875,1,8.6,5,6,5.5,186,0.0318421052631579,"PRGDP"
1971,4,7,1971.875,1,8.6,4,5,4.5,187,0.0265789473684211,"PRGDP"
1971,4,8,1971.875,1,8.6,3,4,3.5,188,0.0186842105263158,"PRGDP"
1971,4,9,1971.875,1,8.6,2,3,2.5,189,0.00842105263157895,"PRGDP"
1971,4,10,1971.875,1,8.6,1,2,1.5,190,0.00236842105263158,"PRGDP"
1971,4,11,1971.875,1,8.6,0,1,0.5,191,0.000526315789473684,"PRGDP"
1971,4,12,1971.875,1,8.6,-1,0,-0.5,192,0.000131578947368421,"PRGDP"
1971,4,13,1971.875,1,8.6,-2,-1,-1.5,193,0,"PRGDP"
1971,4,14,1971.875,1,8.6,-3,-2,-2.5,194,0,"PRGDP"
1971,4,15,1971.875,1,8.6,-1000,-3,-4,195,0,"PRGDP"
1972,1,1,1972.125,1,9.8,10,1000,11,196,0.067741935483871,"PRGDP"
1972,1,2,1972.125,1,9.8,9,10,9.5,197,0.335,"PRGDP"
1972,1,3,1972.125,1,9.8,8,9,8.5,198,0.344677419354839,"PRGDP"
1972,1,4,1972.125,1,9.8,7,8,7.5,199,0.139193548387097,"PRGDP"
1972,1,5,1972.125,1,9.8,6,7,6.5,200,0.06,"PRGDP"
1972,1,6,1972.125,1,9.8,5,6,5.5,201,0.0374193548387097,"PRGDP"
1972,1,7,1972.125,1,9.8,4,5,4.5,202,0.00967741935483871,"PRGDP"
1972,1,8,1972.125,1,9.8,3,4,3.5,203,0.00532258064516129,"PRGDP"
1972,1,9,1972.125,1,9.8,2,3,2.5,204,0.000483870967741935,"PRGDP"
1972,1,10,1972.125,1,9.8,1,2,1.5,205,0.00032258064516129,"PRGDP"
1972,1,11,1972.125,1,9.8,0,1,0.5,206,0.000161290322580645,"PRGDP"
1972,1,12,1972.125,1,9.8,-1,0,-0.5,207,0.000161290322580645,"PRGDP"
1972,1,13,1972.125,1,9.8,-2,-1,-1.5,208,0,"PRGDP"
1972,1,14,1972.125,1,9.8,-3,-2,-2.5,209,0,"PRGDP"
1972,1,15,1972.125,1,9.8,-1000,-3,-4,210,0,"PRGDP"
1972,2,1,1972.375,1,9.8,10,1000,11,211,0.143285714285714,"PRGDP"
1972,2,2,1972.375,1,9.8,9,10,9.5,212,0.433571428571429,"PRGDP"
1972,2,3,1972.375,1,9.8,8,9,8.5,213,0.254714285714286,"PRGDP"
1972,2,4,1972.375,1,9.8,7,8,7.5,214,0.0718571428571429,"PRGDP"
1972,2,5,1972.375,1,9.8,6,7,6.5,215,0.0408571428571429,"PRGDP"
1972,2,6,1972.375,1,9.8,5,6,5.5,216,0.0361428571428571,"PRGDP"
1972,2,7,1972.375,1,9.8,4,5,4.5,217,0.0152857142857143,"PRGDP"
1972,2,8,1972.375,1,9.8,3,4,3.5,218,0.00371428571428572,"PRGDP"
1972,2,9,1972.375,1,9.8,2,3,2.5,219,0.000571428571428572,"PRGDP"
1972,2,10,1972.375,1,9.8,1,2,1.5,220,0.000142857142857143,"PRGDP"
1972,2,11,1972.375,1,9.8,0,1,0.5,221,0.000142857142857143,"PRGDP"
1972,2,12,1972.375,1,9.8,-1,0,-0.5,222,0,"PRGDP"
1972,2,13,1972.375,1,9.8,-2,-1,-1.5,223,0,"PRGDP"
1972,2,14,1972.375,1,9.8,-3,-2,-2.5,224,0,"PRGDP"
1972,2,15,1972.375,1,9.8,-1000,-3,-4,225,0,"PRGDP"
1972,3,1,1972.625,1,9.8,10,1000,11,226,0.172575757575758,"PRGDP"
1972,3,2,1972.625,1,9.8,9,10,9.5,227,0.42030303030303,"PRGDP"
1972,3,3,1972.625,1,9.8,8,9,8.5,228,0.244242424242424,"PRGDP"
1972,3,4,1972.625,1,9.8,7,8,7.5,229,0.0971212121212121,"PRGDP"
1972,3,5,1972.625,1,9.8,6,7,6.5,230,0.0406060606060606,"PRGDP"
1972,3,6,1972.625,1,9.8,5,6,5.5,231,0.0103030303030303,"PRGDP"
1972,3,7,1972.625,1,9.8,4,5,4.5,232,0.00575757575757576,"PRGDP"
1972,3,8,1972.625,1,9.8,3,4,3.5,233,0.005,"PRGDP"
1972,3,9,1972.625,1,9.8,2,3,2.5,234,0.00227272727272727,"PRGDP"
1972,3,10,1972.625,1,9.8,1,2,1.5,235,0.00136363636363636,"PRGDP"
1972,3,11,1972.625,1,9.8,0,1,0.5,236,0.000151515151515152,"PRGDP"
1972,3,12,1972.625,1,9.8,-1,0,-0.5,237,0.000151515151515152,"PRGDP"
1972,3,13,1972.625,1,9.8,-2,-1,-1.5,238,0.000151515151515152,"PRGDP"
1972,3,14,1972.625,1,9.8,-3,-2,-2.5,239,0.000151515151515152,"PRGDP"
1972,3,15,1972.625,1,9.8,-1000,-3,-4,240,0,"PRGDP"
1972,4,1,1972.875,1,9.8,10,1000,11,241,0.176065573770492,"PRGDP"
1972,4,2,1972.875,1,9.8,9,10,9.5,242,0.495573770491803,"PRGDP"
1972,4,3,1972.875,1,9.8,8,9,8.5,243,0.170819672131148,"PRGDP"
1972,4,4,1972.875,1,9.8,7,8,7.5,244,0.0798360655737705,"PRGDP"
1972,4,5,1972.875,1,9.8,6,7,6.5,245,0.0418032786885246,"PRGDP"
1972,4,6,1972.875,1,9.8,5,6,5.5,246,0.0214754098360656,"PRGDP"
1972,4,7,1972.875,1,9.8,4,5,4.5,247,0.00688524590163934,"PRGDP"
1972,4,8,1972.875,1,9.8,3,4,3.5,248,0.00475409836065574,"PRGDP"
1972,4,9,1972.875,1,9.8,2,3,2.5,249,0.00213114754098361,"PRGDP"
1972,4,10,1972.875,1,9.8,1,2,1.5,250,0.000983606557377049,"PRGDP"
1972,4,11,1972.875,1,9.8,0,1,0.5,251,0.000163934426229508,"PRGDP"
1972,4,12,1972.875,1,9.8,-1,0,-0.5,252,0.000163934426229508,"PRGDP"
1972,4,13,1972.875,1,9.8,-2,-1,-1.5,253,0,"PRGDP"
1972,4,14,1972.875,1,9.8,-3,-2,-2.5,254,0,"PRGDP"
1972,4,15,1972.875,1,9.8,-1000,-3,-4,255,0,"PRGDP"
1973,2,1,1973.375,1,11.7,12,1000,13,256,0.101147540983607,"PRGDP"
1973,2,2,1973.375,1,11.7,11,12,11.5,257,0.270327868852459,"PRGDP"
1973,2,3,1973.375,1,11.7,10,11,10.5,258,0.393934426229508,"PRGDP"
1973,2,4,1973.375,1,11.7,9,10,9.5,259,0.135901639344262,"PRGDP"
1973,2,5,1973.375,1,11.7,8,9,8.5,260,0.0336065573770492,"PRGDP"
1973,2,6,1973.375,1,11.7,7,8,7.5,261,0.0318032786885246,"PRGDP"
1973,2,7,1973.375,1,11.7,6,7,6.5,262,0.0265573770491803,"PRGDP"
1973,2,8,1973.375,1,11.7,5,6,5.5,263,0.00524590163934426,"PRGDP"
1973,2,9,1973.375,1,11.7,4,5,4.5,264,0.00180327868852459,"PRGDP"
1973,2,10,1973.375,1,11.7,3,4,3.5,265,0,"PRGDP"
1973,2,11,1973.375,1,11.7,2,3,2.5,266,0,"PRGDP"
1973,2,12,1973.375,1,11.7,1,2,1.5,267,0,"PRGDP"
1973,2,13,1973.375,1,11.7,0,1,0.5,268,0,"PRGDP"
1973,2,14,1973.375,1,11.7,-1,0,-0.5,269,0,"PRGDP"
1973,2,15,1973.375,1,11.7,-1000,-1,-2,270,0,"PRGDP"
1973,3,1,1973.625,1,11.7,12,1000,13,271,0.102222222222222,"PRGDP"
1973,3,2,1973.625,1,11.7,11,12,11.5,272,0.433333333333333,"PRGDP"
1973,3,3,1973.625,1,11.7,10,11,10.5,273,0.278222222222222,"PRGDP"
1973,3,4,1973.625,1,11.7,9,10,9.5,274,0.0531111111111111,"PRGDP"
1973,3,5,1973.625,1,11.7,8,9,8.5,275,0.0195555555555556,"PRGDP"
1973,3,6,1973.625,1,11.7,7,8,7.5,276,0.0506666666666667,"PRGDP"
1973,3,7,1973.625,1,11.7,6,7,6.5,277,0.0408888888888889,"PRGDP"
1973,3,8,1973.625,1,11.7,5,6,5.5,278,0.02,"PRGDP"
1973,3,9,1973.625,1,11.7,4,5,4.5,279,0.002,"PRGDP"
1973,3,10,1973.625,1,11.7,3,4,3.5,280,0.000444444444444444,"PRGDP"
1973,3,11,1973.625,1,11.7,2,3,2.5,281,0,"PRGDP"
1973,3,12,1973.625,1,11.7,1,2,1.5,282,0,"PRGDP"
1973,3,13,1973.625,1,11.7,0,1,0.5,283,0,"PRGDP"
1973,3,14,1973.625,1,11.7,-1,0,-0.5,284,0,"PRGDP"
1973,3,15,1973.625,1,11.7,-1000,-1,-2,285,0,"PRGDP"
1973,4,1,1973.875,1,11.7,12,1000,13,286,0.0124074074074074,"PRGDP"
1973,4,2,1973.875,1,11.7,11,12,11.5,287,0.0185185185185185,"PRGDP"
1973,4,3,1973.875,1,11.7,10,11,10.5,288,0.0188888888888889,"PRGDP"
1973,4,4,1973.875,1,11.7,9,10,9.5,289,0.0433333333333333,"PRGDP"
1973,4,5,1973.875,1,11.7,8,9,8.5,290,0.127407407407407,"PRGDP"
1973,4,6,1973.875,1,11.7,7,8,7.5,291,0.239444444444444,"PRGDP"
1973,4,7,1973.875,1,11.7,6,7,6.5,292,0.240740740740741,"PRGDP"
1973,4,8,1973.875,1,11.7,5,6,5.5,293,0.125,"PRGDP"
1973,4,9,1973.875,1,11.7,4,5,4.5,294,0.0675925925925926,"PRGDP"
1973,4,10,1973.875,1,11.7,3,4,3.5,295,0.0353703703703704,"PRGDP"
1973,4,11,1973.875,1,11.7,2,3,2.5,296,0.0133333333333333,"PRGDP"
1973,4,12,1973.875,1,11.7,1,2,1.5,297,0.0161111111111111,"PRGDP"
1973,4,13,1973.875,1,11.7,0,1,0.5,298,0.0146296296296296,"PRGDP"
1973,4,14,1973.875,1,11.7,-1,0,-0.5,299,0.0211111111111111,"PRGDP"
1973,4,15,1973.875,1,11.7,-1000,-1,-2,300,0.0062962962962963,"PRGDP"
1974,4,1,1974.875,1,8.5,16,1000,17,301,0,"PRGDP"
1974,4,2,1974.875,1,8.5,15,16,15.5,302,0,"PRGDP"
1974,4,3,1974.875,1,8.5,14,15,14.5,303,0,"PRGDP"
1974,4,4,1974.875,1,8.5,13,14,13.5,304,0.00102040816326531,"PRGDP"
1974,4,5,1974.875,1,8.5,12,13,12.5,305,0.00306122448979592,"PRGDP"
1974,4,6,1974.875,1,8.5,11,12,11.5,306,0.0073469387755102,"PRGDP"
1974,4,7,1974.875,1,8.5,10,11,10.5,307,0.0222448979591837,"PRGDP"
1974,4,8,1974.875,1,8.5,9,10,9.5,308,0.114489795918367,"PRGDP"
1974,4,9,1974.875,1,8.5,8,9,8.5,309,0.421224489795918,"PRGDP"
1974,4,10,1974.875,1,8.5,7,8,7.5,310,0.348571428571429,"PRGDP"
1974,4,11,1974.875,1,8.5,6,7,6.5,311,0.0714285714285714,"PRGDP"
1974,4,12,1974.875,1,8.5,5,6,5.5,312,0.00836734693877551,"PRGDP"
