"event","quarter","id","industry","bin","p","time","resolution","realization"
2008,1,20,"2.0000",2,0,2007.125,1,1.4
2008,1,20,"2.0000",3,0,2007.125,1,1.4
2008,1,20,"2.0000",4,0.1,2007.125,1,1.4
2008,1,20,"2.0000",5,0.7,2007.125,1,1.4
2008,1,20,"2.0000",6,0.2,2007.125,1,1.4
2008,1,20,"2.0000",7,0,2007.125,1,1.4
2008,1,20,"2.0000",8,0,2007.125,1,1.4
2008,1,20,"2.0000",9,0,2007.125,1,1.4
2008,1,20,"2.0000",10,0,2007.125,1,1.4
2008,2,20,"2.0000",1,0,2007.375,1,1.4
2008,2,20,"2.0000",2,0,2007.375,1,1.4
2008,2,20,"2.0000",3,0,2007.375,1,1.4
2008,2,20,"2.0000",4,0.3,2007.375,1,1.4
2008,2,20,"2.0000",5,0.7,2007.375,1,1.4
2008,2,20,"2.0000",6,0,2007.375,1,1.4
2008,2,20,"2.0000",7,0,2007.375,1,1.4
2008,2,20,"2.0000",8,0,2007.375,1,1.4
2008,2,20,"2.0000",9,0,2007.375,1,1.4
2008,2,20,"2.0000",10,0,2007.375,1,1.4
2008,3,20,"2.0000",1,0,2007.625,1,1.4
2008,3,20,"2.0000",2,0,2007.625,1,1.4
2008,3,20,"2.0000",3,0,2007.625,1,1.4
2008,3,20,"2.0000",4,0.3,2007.625,1,1.4
2008,3,20,"2.0000",5,0.3,2007.625,1,1.4
2008,3,20,"2.0000",6,0.2,2007.625,1,1.4
2008,3,20,"2.0000",7,0.2,2007.625,1,1.4
2008,3,20,"2.0000",8,0,2007.625,1,1.4
2008,3,20,"2.0000",9,0,2007.625,1,1.4
2008,3,20,"2.0000",10,0,2007.625,1,1.4
2008,4,20,"2.0000",1,0,2007.875,1,1.4
2008,4,20,"2.0000",2,0,2007.875,1,1.4
2008,4,20,"2.0000",3,0,2007.875,1,1.4
2008,4,20,"2.0000",4,0.4,2007.875,1,1.4
2008,4,20,"2.0000",5,0.5,2007.875,1,1.4
2008,4,20,"2.0000",6,0.1,2007.875,1,1.4
2008,4,20,"2.0000",7,0,2007.875,1,1.4
2008,4,20,"2.0000",8,0,2007.875,1,1.4
2008,4,20,"2.0000",9,0,2007.875,1,1.4
2008,4,20,"2.0000",10,0,2007.875,1,1.4
2008,2,20,"2.0000",1,0,2008.375,1,1.4
2008,2,20,"2.0000",2,0,2008.375,1,1.4
2008,2,20,"2.0000",3,0.2,2008.375,1,1.4
2008,2,20,"2.0000",4,0.7,2008.375,1,1.4
2008,2,20,"2.0000",5,0.1,2008.375,1,1.4
2008,2,20,"2.0000",6,0,2008.375,1,1.4
2008,2,20,"2.0000",7,0,2008.375,1,1.4
2008,2,20,"2.0000",8,0,2008.375,1,1.4
2008,2,20,"2.0000",9,0,2008.375,1,1.4
2008,2,20,"2.0000",10,0,2008.375,1,1.4
2008,3,20,"2.0000",1,0,2008.625,1,1.4
2008,3,20,"2.0000",2,0,2008.625,1,1.4
2008,3,20,"2.0000",3,0.3,2008.625,1,1.4
2008,3,20,"2.0000",4,0.6,2008.625,1,1.4
2008,3,20,"2.0000",5,0.1,2008.625,1,1.4
2008,3,20,"2.0000",6,0,2008.625,1,1.4
2008,3,20,"2.0000",7,0,2008.625,1,1.4
2008,3,20,"2.0000",8,0,2008.625,1,1.4
2008,3,20,"2.0000",9,0,2008.625,1,1.4
2008,3,20,"2.0000",10,0,2008.625,1,1.4
2008,5,20,"2.0000",1,0,2008.999,2,1.4
2008,5,20,"2.0000",2,0,2008.999,2,1.4
2008,5,20,"2.0000",3,0,2008.999,2,1.4
2008,5,20,"2.0000",4,0,2008.999,2,1.4
2008,5,20,"2.0000",5,0,2008.999,2,1.4
2008,5,20,"2.0000",6,0,2008.999,2,1.4
2008,5,20,"2.0000",7,1,2008.999,2,1.4
2008,5,20,"2.0000",8,0,2008.999,2,1.4
2008,5,20,"2.0000",9,0,2008.999,2,1.4
2008,5,20,"2.0000",10,0,2008.999,2,1.4
2009,2,20,"2.0000",1,0,2008.375,1,1.4
2009,2,20,"2.0000",2,0,2008.375,1,1.4
2009,2,20,"2.0000",3,0.2,2008.375,1,1.4
2009,2,20,"2.0000",4,0.7,2008.375,1,1.4
2009,2,20,"2.0000",5,0.1,2008.375,1,1.4
2009,2,20,"2.0000",6,0,2008.375,1,1.4
2009,2,20,"2.0000",7,0,2008.375,1,1.4
2009,2,20,"2.0000",8,0,2008.375,1,1.4
2009,2,20,"2.0000",9,0,2008.375,1,1.4
2009,2,20,"2.0000",10,0,2008.375,1,1.4
2009,3,20,"2.0000",1,0,2008.625,1,1.4
2009,3,20,"2.0000",2,0,2008.625,1,1.4
2009,3,20,"2.0000",3,0.6,2008.625,1,1.4
2009,3,20,"2.0000",4,0.4,2008.625,1,1.4
2009,3,20,"2.0000",5,0,2008.625,1,1.4
2009,3,20,"2.0000",6,0,2008.625,1,1.4
2009,3,20,"2.0000",7,0,2008.625,1,1.4
2009,3,20,"2.0000",8,0,2008.625,1,1.4
2009,3,20,"2.0000",9,0,2008.625,1,1.4
2009,3,20,"2.0000",10,0,2008.625,1,1.4
2009,2,20,"2.0000",1,0,2009.375,1,1.4
2009,2,20,"2.0000",2,0.3,2009.375,1,1.4
2009,2,20,"2.0000",3,0.5,2009.375,1,1.4
2009,2,20,"2.0000",4,0.2,2009.375,1,1.4
2009,2,20,"2.0000",5,0,2009.375,1,1.4
2009,2,20,"2.0000",6,0,2009.375,1,1.4
2009,2,20,"2.0000",7,0,2009.375,1,1.4
2009,2,20,"2.0000",8,0,2009.375,1,1.4
2009,2,20,"2.0000",9,0,2009.375,1,1.4
2009,2,20,"2.0000",10,0,2009.375,1,1.4
2009,5,20,"2.0000",1,0,2009.999,2,1.4
2009,5,20,"2.0000",2,0,2009.999,2,1.4
2009,5,20,"2.0000",3,0,2009.999,2,1.4
2009,5,20,"2.0000",4,0,2009.999,2,1.4
2009,5,20,"2.0000",5,0,2009.999,2,1.4
2009,5,20,"2.0000",6,0,2009.999,2,1.4
2009,5,20,"2.0000",7,1,2009.999,2,1.4
2009,5,20,"2.0000",8,0,2009.999,2,1.4
2009,5,20,"2.0000",9,0,2009.999,2,1.4
2009,5,20,"2.0000",10,0,2009.999,2,1.4
2010,2,20,"2.0000",1,0,2009.375,1,1.1
2010,2,20,"2.0000",2,0,2009.375,1,1.1
2010,2,20,"2.0000",3,0,2009.375,1,1.1
2010,2,20,"2.0000",4,0,2009.375,1,1.1
2010,2,20,"2.0000",5,0.5,2009.375,1,1.1
2010,2,20,"2.0000",6,0.5,2009.375,1,1.1
2010,2,20,"2.0000",7,0,2009.375,1,1.1
2010,2,20,"2.0000",8,0,2009.375,1,1.1
2010,2,20,"2.0000",9,0,2009.375,1,1.1
2010,2,20,"2.0000",10,0,2009.375,1,1.1
2010,5,20,"2.0000",1,0,2010.999,2,1.1
2010,5,20,"2.0000",2,0,2010.999,2,1.1
2010,5,20,"2.0000",3,0,2010.999,2,1.1
2010,5,20,"2.0000",4,0,2010.999,2,1.1
2010,5,20,"2.0000",5,0,2010.999,2,1.1
2010,5,20,"2.0000",6,0,2010.999,2,1.1
2010,5,20,"2.0000",7,1,2010.999,2,1.1
2010,5,20,"2.0000",8,0,2010.999,2,1.1
2010,5,20,"2.0000",9,0,2010.999,2,1.1
2010,5,20,"2.0000",10,0,2010.999,2,1.1
2007,2,99,"1.0000",1,0,2007.375,1,2.3
2007,2,99,"1.0000",2,0,2007.375,1,2.3
2007,2,99,"1.0000",3,0.01,2007.375,1,2.3
2007,2,99,"1.0000",4,0.1,2007.375,1,2.3
2007,2,99,"1.0000",5,0.42,2007.375,1,2.3
2007,2,99,"1.0000",6,0.37,2007.375,1,2.3
2007,2,99,"1.0000",7,0.06,2007.375,1,2.3
2007,2,99,"1.0000",8,0.03,2007.375,1,2.3
2007,2,99,"1.0000",9,0.01,2007.375,1,2.3
2007,2,99,"1.0000",10,0,2007.375,1,2.3
2007,5,99,"1.0000",1,0,2007.999,2,2.3
2007,5,99,"1.0000",2,0,2007.999,2,2.3
2007,5,99,"1.0000",3,0,2007.999,2,2.3
2007,5,99,"1.0000",4,0,2007.999,2,2.3
2007,5,99,"1.0000",5,1,2007.999,2,2.3
2007,5,99,"1.0000",6,0,2007.999,2,2.3
2007,5,99,"1.0000",7,0,2007.999,2,2.3
2007,5,99,"1.0000",8,0,2007.999,2,2.3
2007,5,99,"1.0000",9,0,2007.999,2,2.3
2007,5,99,"1.0000",10,0,2007.999,2,2.3
2008,2,99,"1.0000",1,0,2007.375,1,1.4
2008,2,99,"1.0000",2,0,2007.375,1,1.4
2008,2,99,"1.0000",3,0.01,2007.375,1,1.4
2008,2,99,"1.0000",4,0.11,2007.375,1,1.4
2008,2,99,"1.0000",5,0.41,2007.375,1,1.4
2008,2,99,"1.0000",6,0.35,2007.375,1,1.4
2008,2,99,"1.0000",7,0.07,2007.375,1,1.4
2008,2,99,"1.0000",8,0.03,2007.375,1,1.4
2008,2,99,"1.0000",9,0.01,2007.375,1,1.4
2008,2,99,"1.0000",10,0.01,2007.375,1,1.4
2008,1,99,"1.0000",1,0.02,2008.125,1,1.4
2008,1,99,"1.0000",2,0.07,2008.125,1,1.4
2008,1,99,"1.0000",3,0.09,2008.125,1,1.4
2008,1,99,"1.0000",4,0.13,2008.125,1,1.4
2008,1,99,"1.0000",5,0.35,2008.125,1,1.4
2008,1,99,"1.0000",6,0.15,2008.125,1,1.4
2008,1,99,"1.0000",7,0.08,2008.125,1,1.4
2008,1,99,"1.0000",8,0.06,2008.125,1,1.4
2008,1,99,"1.0000",9,0.04,2008.125,1,1.4
2008,1,99,"1.0000",10,0.01,2008.125,1,1.4
2008,3,99,"1.0000",1,0,2008.625,1,1.4
2008,3,99,"1.0000",2,0,2008.625,1,1.4
2008,3,99,"1.0000",3,0.02,2008.625,1,1.4
2008,3,99,"1.0000",4,0.79,2008.625,1,1.4
2008,3,99,"1.0000",5,0.05,2008.625,1,1.4
2008,3,99,"1.0000",6,0.04,2008.625,1,1.4
2008,3,99,"1.0000",7,0.03,2008.625,1,1.4
2008,3,99,"1.0000",8,0.03,2008.625,1,1.4
2008,3,99,"1.0000",9,0.02,2008.625,1,1.4
2008,3,99,"1.0000",10,0.02,2008.625,1,1.4
2008,4,99,"1.0000",1,0.02,2008.875,1,1.4
2008,4,99,"1.0000",2,0.03,2008.875,1,1.4
2008,4,99,"1.0000",3,0.1,2008.875,1,1.4
2008,4,99,"1.0000",4,0.25,2008.875,1,1.4
2008,4,99,"1.0000",5,0.48,2008.875,1,1.4
2008,4,99,"1.0000",6,0.06,2008.875,1,1.4
2008,4,99,"1.0000",7,0.03,2008.875,1,1.4
2008,4,99,"1.0000",8,0.02,2008.875,1,1.4
2008,4,99,"1.0000",9,0.01,2008.875,1,1.4
2008,4,99,"1.0000",10,0,2008.875,1,1.4
2008,5,99,"1.0000",1,0,2008.999,2,1.4
2008,5,99,"1.0000",2,0,2008.999,2,1.4
2008,5,99,"1.0000",3,0,2008.999,2,1.4
2008,5,99,"1.0000",4,0,2008.999,2,1.4
2008,5,99,"1.0000",5,0,2008.999,2,1.4
2008,5,99,"1.0000",6,0,2008.999,2,1.4
2008,5,99,"1.0000",7,1,2008.999,2,1.4
2008,5,99,"1.0000",8,0,2008.999,2,1.4
2008,5,99,"1.0000",9,0,2008.999,2,1.4
2008,5,99,"1.0000",10,0,2008.999,2,1.4
2009,1,99,"1.0000",1,0.02,2008.125,1,1.4
2009,1,99,"1.0000",2,0.09,2008.125,1,1.4
2009,1,99,"1.0000",3,0.06,2008.125,1,1.4
2009,1,99,"1.0000",4,0.15,2008.125,1,1.4
2009,1,99,"1.0000",5,0.35,2008.125,1,1.4
2009,1,99,"1.0000",6,0.2,2008.125,1,1.4
2009,1,99,"1.0000",7,0.05,2008.125,1,1.4
2009,1,99,"1.0000",8,0.04,2008.125,1,1.4
2009,1,99,"1.0000",9,0.03,2008.125,1,1.4
2009,1,99,"1.0000",10,0.01,2008.125,1,1.4
2009,3,99,"1.0000",1,0,2008.625,1,1.4
2009,3,99,"1.0000",2,0,2008.625,1,1.4
2009,3,99,"1.0000",3,0.03,2008.625,1,1.4
2009,3,99,"1.0000",4,0.75,2008.625,1,1.4
2009,3,99,"1.0000",5,0.04,2008.625,1,1.4
2009,3,99,"1.0000",6,0.03,2008.625,1,1.4
2009,3,99,"1.0000",7,0.05,2008.625,1,1.4
2009,3,99,"1.0000",8,0.05,2008.625,1,1.4
2009,3,99,"1.0000",9,0.04,2008.625,1,1.4
2009,3,99,"1.0000",10,0.01,2008.625,1,1.4
2009,4,99,"1.0000",1,0.03,2008.875,1,1.4
2009,4,99,"1.0000",2,0.15,2008.875,1,1.4
2009,4,99,"1.0000",3,0.18,2008.875,1,1.4
2009,4,99,"1.0000",4,0.2,2008.875,1,1.4
2009,4,99,"1.0000",5,0.3,2008.875,1,1.4
2009,4,99,"1.0000",6,0.08,2008.875,1,1.4
2009,4,99,"1.0000",7,0.04,2008.875,1,1.4
2009,4,99,"1.0000",8,0.01,2008.875,1,1.4
2009,4,99,"1.0000",9,0.01,2008.875,1,1.4
2009,4,99,"1.0000",10,0,2008.875,1,1.4
2009,4,99,"1.0000",1,0.03,2009.875,1,1.4
2009,4,99,"1.0000",2,0.05,2009.875,1,1.4
2009,4,99,"1.0000",3,0.11,2009.875,1,1.4
2009,4,99,"1.0000",4,0.21,2009.875,1,1.4
2009,4,99,"1.0000",5,0.21,2009.875,1,1.4
2009,4,99,"1.0000",6,0.11,2009.875,1,1.4
2009,4,99,"1.0000",7,0.1,2009.875,1,1.4
2009,4,99,"1.0000",8,0.08,2009.875,1,1.4
2009,4,99,"1.0000",9,0.06,2009.875,1,1.4
2009,4,99,"1.0000",10,0.04,2009.875,1,1.4
2009,5,99,"1.0000",1,0,2009.999,2,1.4
2009,5,99,"1.0000",2,0,2009.999,2,1.4
2009,5,99,"1.0000",3,0,2009.999,2,1.4
2009,5,99,"1.0000",4,0,2009.999,2,1.4
2009,5,99,"1.0000",5,0,2009.999,2,1.4
2009,5,99,"1.0000",6,0,2009.999,2,1.4
2009,5,99,"1.0000",7,1,2009.999,2,1.4
2009,5,99,"1.0000",8,0,2009.999,2,1.4
2009,5,99,"1.0000",9,0,2009.999,2,1.4
2009,5,99,"1.0000",10,0,2009.999,2,1.4
2010,4,99,"1.0000",1,0.03,2009.875,1,1.1
2010,4,99,"1.0000",2,0.07,2009.875,1,1.1
2010,4,99,"1.0000",3,0.15,2009.875,1,1.1
2010,4,99,"1.0000",4,0.19,2009.875,1,1.1
2010,4,99,"1.0000",5,0.2,2009.875,1,1.1
2010,4,99,"1.0000",6,0.12,2009.875,1,1.1
2010,4,99,"1.0000",7,0.1,2009.875,1,1.1
2010,4,99,"1.0000",8,0.07,2009.875,1,1.1
2010,4,99,"1.0000",9,0.04,2009.875,1,1.1
2010,4,99,"1.0000",10,0.03,2009.875,1,1.1
2010,5,99,"1.0000",1,0,2010.999,2,1.1
2010,5,99,"1.0000",2,0,2010.999,2,1.1
2010,5,99,"1.0000",3,0,2010.999,2,1.1
2010,5,99,"1.0000",4,0,2010.999,2,1.1
2010,5,99,"1.0000",5,0,2010.999,2,1.1
2010,5,99,"1.0000",6,0,2010.999,2,1.1
2010,5,99,"1.0000",7,1,2010.999,2,1.1
2010,5,99,"1.0000",8,0,2010.999,2,1.1
2010,5,99,"1.0000",9,0,2010.999,2,1.1
2010,5,99,"1.0000",10,0,2010.999,2,1.1
2007,2,407,"2.0000",1,0,2007.375,1,2.3
2007,2,407,"2.0000",2,0,2007.375,1,2.3
2007,2,407,"2.0000",3,0.1,2007.375,1,2.3
2007,2,407,"2.0000",4,0.6,2007.375,1,2.3
2007,2,407,"2.0000",5,0.3,2007.375,1,2.3
2007,2,407,"2.0000",6,0,2007.375,1,2.3
2007,2,407,"2.0000",7,0,2007.375,1,2.3
2007,2,407,"2.0000",8,0,2007.375,1,2.3
2007,2,407,"2.0000",9,0,2007.375,1,2.3
2007,2,407,"2.0000",10,0,2007.375,1,2.3
2007,5,407,"2.0000",1,0,2007.999,2,2.3
2007,5,407,"2.0000",2,0,2007.999,2,2.3
2007,5,407,"2.0000",3,0,2007.999,2,2.3
2007,5,407,"2.0000",4,0,2007.999,2,2.3
2007,5,407,"2.0000",5,1,2007.999,2,2.3
2007,5,407,"2.0000",6,0,2007.999,2,2.3
2007,5,407,"2.0000",7,0,2007.999,2,2.3
2007,5,407,"2.0000",8,0,2007.999,2,2.3
2007,5,407,"2.0000",9,0,2007.999,2,2.3
2007,5,407,"2.0000",10,0,2007.999,2,2.3
2008,2,407,"2.0000",1,0,2007.375,1,1.4
2008,2,407,"2.0000",2,0,2007.375,1,1.4
2008,2,407,"2.0000",3,0.2,2007.375,1,1.4
2008,2,407,"2.0000",4,0.7,2007.375,1,1.4
2008,2,407,"2.0000",5,0.1,2007.375,1,1.4
2008,2,407,"2.0000",6,0,2007.375,1,1.4
2008,2,407,"2.0000",7,0,2007.375,1,1.4
2008,2,407,"2.0000",8,0,2007.375,1,1.4
2008,2,407,"2.0000",9,0,2007.375,1,1.4
2008,2,407,"2.0000",10,0,2007.375,1,1.4
2008,1,407,"2.0000",1,0,2008.125,1,1.4
2008,1,407,"2.0000",2,0,2008.125,1,1.4
2008,1,407,"2.0000",3,0,2008.125,1,1.4
2008,1,407,"2.0000",4,0.35,2008.125,1,1.4
2008,1,407,"2.0000",5,0.5,2008.125,1,1.4
2008,1,407,"2.0000",6,0.15,2008.125,1,1.4
2008,1,407,"2.0000",7,0,2008.125,1,1.4
2008,1,407,"2.0000",8,0,2008.125,1,1.4
2008,1,407,"2.0000",9,0,2008.125,1,1.4
2008,1,407,"2.0000",10,0,2008.125,1,1.4
2008,2,407,"2.0000",1,0,2008.375,1,1.4
2008,2,407,"2.0000",2,0,2008.375,1,1.4
2008,2,407,"2.0000",3,0,2008.375,1,1.4
2008,2,407,"2.0000",4,0.25,2008.375,1,1.4
2008,2,407,"2.0000",5,0.75,2008.375,1,1.4
2008,2,407,"2.0000",6,0,2008.375,1,1.4
2008,2,407,"2.0000",7,0,2008.375,1,1.4
2008,2,407,"2.0000",8,0,2008.375,1,1.4
2008,2,407,"2.0000",9,0,2008.375,1,1.4
2008,2,407,"2.0000",10,0,2008.375,1,1.4
2008,3,407,"2.0000",1,0,2008.625,1,1.4
2008,3,407,"2.0000",2,0,2008.625,1,1.4
2008,3,407,"2.0000",3,0,2008.625,1,1.4
2008,3,407,"2.0000",4,0.25,2008.625,1,1.4
2008,3,407,"2.0000",5,0.75,2008.625,1,1.4
2008,3,407,"2.0000",6,0,2008.625,1,1.4
2008,3,407,"2.0000",7,0,2008.625,1,1.4
2008,3,407,"2.0000",8,0,2008.625,1,1.4
2008,3,407,"2.0000",9,0,2008.625,1,1.4
2008,3,407,"2.0000",10,0,2008.625,1,1.4
2008,4,407,"2.0000",1,0,2008.875,1,1.4
2008,4,407,"2.0000",2,0,2008.875,1,1.4
2008,4,407,"2.0000",3,0,2008.875,1,1.4
2008,4,407,"2.0000",4,0.05,2008.875,1,1.4
2008,4,407,"2.0000",5,0.9,2008.875,1,1.4
2008,4,407,"2.0000",6,0.05,2008.875,1,1.4
2008,4,407,"2.0000",7,0,2008.875,1,1.4
2008,4,407,"2.0000",8,0,2008.875,1,1.4
2008,4,407,"2.0000",9,0,2008.875,1,1.4
2008,4,407,"2.0000",10,0,2008.875,1,1.4
2008,5,407,"2.0000",1,0,2008.999,2,1.4
2008,5,407,"2.0000",2,0,2008.999,2,1.4
2008,5,407,"2.0000",3,0,2008.999,2,1.4
2008,5,407,"2.0000",4,0,2008.999,2,1.4
2008,5,407,"2.0000",5,0,2008.999,2,1.4
2008,5,407,"2.0000",6,0,2008.999,2,1.4
2008,5,407,"2.0000",7,1,2008.999,2,1.4
2008,5,407,"2.0000",8,0,2008.999,2,1.4
2008,5,407,"2.0000",9,0,2008.999,2,1.4
2008,5,407,"2.0000",10,0,2008.999,2,1.4
2009,1,407,"2.0000",1,0,2008.125,1,1.4
2009,1,407,"2.0000",2,0,2008.125,1,1.4
2009,1,407,"2.0000",3,0.1,2008.125,1,1.4
2009,1,407,"2.0000",4,0.5,2008.125,1,1.4
2009,1,407,"2.0000",5,0.35,2008.125,1,1.4
2009,1,407,"2.0000",6,0.05,2008.125,1,1.4
2009,1,407,"2.0000",7,0,2008.125,1,1.4
2009,1,407,"2.0000",8,0,2008.125,1,1.4
2009,1,407,"2.0000",9,0,2008.125,1,1.4
2009,1,407,"2.0000",10,0,2008.125,1,1.4
2009,2,407,"2.0000",1,0,2008.375,1,1.4
2009,2,407,"2.0000",2,0,2008.375,1,1.4
2009,2,407,"2.0000",3,0.05,2008.375,1,1.4
2009,2,407,"2.0000",4,0.7,2008.375,1,1.4
2009,2,407,"2.0000",5,0.25,2008.375,1,1.4
2009,2,407,"2.0000",6,0,2008.375,1,1.4
2009,2,407,"2.0000",7,0,2008.375,1,1.4
2009,2,407,"2.0000",8,0,2008.375,1,1.4
2009,2,407,"2.0000",9,0,2008.375,1,1.4
2009,2,407,"2.0000",10,0,2008.375,1,1.4
2009,3,407,"2.0000",1,0,2008.625,1,1.4
2009,3,407,"2.0000",2,0,2008.625,1,1.4
2009,3,407,"2.0000",3,0.05,2008.625,1,1.4
2009,3,407,"2.0000",4,0.7,2008.625,1,1.4
2009,3,407,"2.0000",5,0.25,2008.625,1,1.4
2009,3,407,"2.0000",6,0,2008.625,1,1.4
2009,3,407,"2.0000",7,0,2008.625,1,1.4
2009,3,407,"2.0000",8,0,2008.625,1,1.4
2009,3,407,"2.0000",9,0,2008.625,1,1.4
2009,3,407,"2.0000",10,0,2008.625,1,1.4
2009,4,407,"2.0000",1,0,2008.875,1,1.4
2009,4,407,"2.0000",2,0,2008.875,1,1.4
2009,4,407,"2.0000",3,0,2008.875,1,1.4
2009,4,407,"2.0000",4,0.05,2008.875,1,1.4
2009,4,407,"2.0000",5,0.85,2008.875,1,1.4
2009,4,407,"2.0000",6,0.1,2008.875,1,1.4
2009,4,407,"2.0000",7,0,2008.875,1,1.4
2009,4,407,"2.0000",8,0,2008.875,1,1.4
2009,4,407,"2.0000",9,0,2008.875,1,1.4
2009,4,407,"2.0000",10,0,2008.875,1,1.4
2009,2,407,"2.0000",1,0,2009.375,1,1.4
2009,2,407,"2.0000",2,0,2009.375,1,1.4
2009,2,407,"2.0000",3,0,2009.375,1,1.4
2009,2,407,"2.0000",4,0,2009.375,1,1.4
2009,2,407,"2.0000",5,0.25,2009.375,1,1.4
2009,2,407,"2.0000",6,0.75,2009.375,1,1.4
2009,2,407,"2.0000",7,0,2009.375,1,1.4
2009,2,407,"2.0000",8,0,2009.375,1,1.4
2009,2,407,"2.0000",9,0,2009.375,1,1.4
2009,2,407,"2.0000",10,0,2009.375,1,1.4
2009,3,407,"2.0000",1,0,2009.625,1,1.4
2009,3,407,"2.0000",2,0,2009.625,1,1.4
2009,3,407,"2.0000",3,0,2009.625,1,1.4
2009,3,407,"2.0000",4,0.3,2009.625,1,1.4
2009,3,407,"2.0000",5,0.7,2009.625,1,1.4
2009,3,407,"2.0000",6,0,2009.625,1,1.4
2009,3,407,"2.0000",7,0,2009.625,1,1.4
2009,3,407,"2.0000",8,0,2009.625,1,1.4
2009,3,407,"2.0000",9,0,2009.625,1,1.4
2009,3,407,"2.0000",10,0,2009.625,1,1.4
2009,4,407,"2.0000",1,0,2009.875,1,1.4
2009,4,407,"2.0000",2,0,2009.875,1,1.4
2009,4,407,"2.0000",3,0,2009.875,1,1.4
2009,4,407,"2.0000",4,0,2009.875,1,1.4
2009,4,407,"2.0000",5,0,2009.875,1,1.4
2009,4,407,"2.0000",6,1,2009.875,1,1.4
2009,4,407,"2.0000",7,0,2009.875,1,1.4
2009,4,407,"2.0000",8,0,2009.875,1,1.4
2009,4,407,"2.0000",9,0,2009.875,1,1.4
2009,4,407,"2.0000",10,0,2009.875,1,1.4
2009,5,407,"2.0000",1,0,2009.999,2,1.4
2009,5,407,"2.0000",2,0,2009.999,2,1.4
2009,5,407,"2.0000",3,0,2009.999,2,1.4
2009,5,407,"2.0000",4,0,2009.999,2,1.4
2009,5,407,"2.0000",5,0,2009.999,2,1.4
2009,5,407,"2.0000",6,0,2009.999,2,1.4
2009,5,407,"2.0000",7,1,2009.999,2,1.4
2009,5,407,"2.0000",8,0,2009.999,2,1.4
2009,5,407,"2.0000",9,0,2009.999,2,1.4
2009,5,407,"2.0000",10,0,2009.999,2,1.4
2010,2,407,"2.0000",1,0,2009.375,1,1.1
2010,2,407,"2.0000",2,0,2009.375,1,1.1
2010,2,407,"2.0000",3,0,2009.375,1,1.1
2010,2,407,"2.0000",4,0.2,2009.375,1,1.1
2010,2,407,"2.0000",5,0.75,2009.375,1,1.1
2010,2,407,"2.0000",6,0.05,2009.375,1,1.1
