"event","time","p","resolution","quarter","bin","realization","grpd_time_event"
2008,2007.125,0.0623684210526316,1,1,7,1.99951,2
2008,2007.125,0.0155263157894737,1,1,8,1.99951,2
2008,2007.125,0.00368421052631579,1,1,9,1.99951,2
2008,2007.125,0.000263157894736842,1,1,10,1.99951,2
2008,2007.375,0.003,1,2,1,1.99951,4
2008,2007.375,0.01125,1,2,2,1.99951,4
2008,2007.375,0.056625,1,2,3,1.99951,4
2008,2007.375,0.272875,1,2,4,1.99951,4
2008,2007.375,0.396625,1,2,5,1.99951,4
2008,2007.375,0.20225,1,2,6,1.99951,4
2008,2007.375,0.046,1,2,7,1.99951,4
2008,2007.375,0.007125,1,2,8,1.99951,4
2008,2007.375,0.004,1,2,9,1.99951,4
2008,2007.375,0.00025,1,2,10,1.99951,4
2008,2007.625,0.00205128205128205,1,3,1,1.99951,6
2008,2007.625,0.0128205128205128,1,3,2,1.99951,6
2008,2007.625,0.0451282051282051,1,3,3,1.99951,6
2008,2007.625,0.200512820512821,1,3,4,1.99951,6
2008,2007.625,0.408461538461538,1,3,5,1.99951,6
2008,2007.625,0.273076923076923,1,3,6,1.99951,6
2008,2007.625,0.0469230769230769,1,3,7,1.99951,6
2008,2007.625,0.00743589743589743,1,3,8,1.99951,6
2008,2007.625,0.00282051282051282,1,3,9,1.99951,6
2008,2007.625,0.000769230769230769,1,3,10,1.99951,6
2008,2007.875,0.00642857142857143,1,4,1,1.99951,8
2008,2007.875,0.0230952380952381,1,4,2,1.99951,8
2008,2007.875,0.0601190476190476,1,4,3,1.99951,8
2008,2007.875,0.204761904761905,1,4,4,1.99951,8
2008,2007.875,0.394761904761905,1,4,5,1.99951,8
2008,2007.875,0.243095238095238,1,4,6,1.99951,8
2008,2007.875,0.0513095238095238,1,4,7,1.99951,8
2008,2007.875,0.0123809523809524,1,4,8,1.99951,8
2008,2007.875,0.0030952380952381,1,4,9,1.99951,8
2008,2007.875,0.000952380952380952,1,4,10,1.99951,8
2008,2008.125,0.0105952380952381,1,1,1,1.99951,10
2008,2008.125,0.0173095238095238,1,1,2,1.99951,10
2008,2008.125,0.052452380952381,1,1,3,1.99951,10
2008,2008.125,0.209380952380952,1,1,4,1.99951,10
2008,2008.125,0.391595238095238,1,1,5,1.99951,10
2008,2008.125,0.226238095238095,1,1,6,1.99951,10
2008,2008.125,0.0625238095238095,1,1,7,1.99951,10
2008,2008.125,0.0261904761904762,1,1,8,1.99951,10
2008,2008.125,0.00257142857142857,1,1,9,1.99951,10
2008,2008.125,0.00114285714285714,1,1,10,1.99951,10
2008,2008.375,0.03035,1,2,1,1.99951,12
2008,2008.375,0.021915,1,2,2,1.99951,12
2008,2008.375,0.0782075,1,2,3,1.99951,12
2008,2008.375,0.3299175,1,2,4,1.99951,12
2008,2008.375,0.396765,1,2,5,1.99951,12
2008,2008.375,0.1168825,1,2,6,1.99951,12
2008,2008.375,0.01894,1,2,7,1.99951,12
2008,2008.375,0.00497,1,2,8,1.99951,12
2008,2008.375,0.0014225,1,2,9,1.99951,12
2008,2008.375,0.0006175,1,2,10,1.99951,12
2008,2008.625,0.0208536585365854,1,3,1,1.99951,14
2008,2008.625,0.0208292682926829,1,3,2,1.99951,14
2008,2008.625,0.0587317073170732,1,3,3,1.99951,14
2008,2008.625,0.269329268292683,1,3,4,1.99951,14
2008,2008.625,0.495707317073171,1,3,5,1.99951,14
2008,2008.625,0.11380487804878,1,3,6,1.99951,14
2008,2008.625,0.013609756097561,1,3,7,1.99951,14
2008,2008.625,0.00390243902439024,1,3,8,1.99951,14
2008,2008.625,0.00202439024390244,1,3,9,1.99951,14
2008,2008.625,0.00118292682926829,1,3,10,1.99951,14
2008,2008.875,0.0112790697674419,1,4,1,1.99951,16
2008,2008.875,0.0224418604651163,1,4,2,1.99951,16
2008,2008.875,0.0468604651162791,1,4,3,1.99951,16
2008,2008.875,0.292558139534884,1,4,4,1.99951,16
2008,2008.875,0.505116279069767,1,4,5,1.99951,16
2008,2008.875,0.102441860465116,1,4,6,1.99951,16
2008,2008.875,0.0144186046511628,1,4,7,1.99951,16
2008,2008.875,0.00272093023255814,1,4,8,1.99951,16
2008,2008.875,0.0017906976744186,1,4,9,1.99951,16
2008,2008.875,0.000372093023255814,1,4,10,1.99951,16
2008,2008.999,0,2,5,1,1.99951,18
2008,2008.999,0,2,5,2,1.99951,18
2008,2008.999,0,2,5,3,1.99951,18
2008,2008.999,0,2,5,4,1.99951,18
2008,2008.999,0,2,5,5,1.99951,18
2008,2008.999,1,2,5,6,1.99951,18
2008,2008.999,0,2,5,7,1.99951,18
2008,2008.999,0,2,5,8,1.99951,18
2008,2008.999,0,2,5,9,1.99951,18
2008,2008.999,0,2,5,10,1.99951,18
2009,2008.125,0.0130263157894737,1,1,1,1.75022,11
2009,2008.125,0.0220263157894737,1,1,2,1.75022,11
2009,2008.125,0.0685,1,1,3,1.75022,11
2009,2008.125,0.208,1,1,4,1.75022,11
2009,2008.125,0.319657894736842,1,1,5,1.75022,11
2009,2008.125,0.237684210526316,1,1,6,1.75022,11
2009,2008.125,0.0827894736842105,1,1,7,1.75022,11
2009,2008.125,0.0289473684210526,1,1,8,1.75022,11
2009,2008.125,0.016,1,1,9,1.75022,11
2009,2008.125,0.00336842105263158,1,1,10,1.75022,11
2009,2008.375,0.00854358974358974,1,2,1,1.75022,13
2009,2008.375,0.0253051282051282,1,2,2,1.75022,13
2009,2008.375,0.103176923076923,1,2,3,1.75022,13
2009,2008.375,0.264625641025641,1,2,4,1.75022,13
2009,2008.375,0.355902564102564,1,2,5,1.75022,13
2009,2008.375,0.188079487179487,1,2,6,1.75022,13
2009,2008.375,0.0435897435897436,1,2,7,1.75022,13
2009,2008.375,0.00666666666666667,1,2,8,1.75022,13
2009,2008.375,0.00326923076923077,1,2,9,1.75022,13
2009,2008.375,0.000833333333333333,1,2,10,1.75022,13
2009,2008.625,0.00915853658536585,1,3,1,1.75022,15
2009,2008.625,0.021609756097561,1,3,2,1.75022,15
2009,2008.625,0.0932682926829268,1,3,3,1.75022,15
2009,2008.625,0.225048780487805,1,3,4,1.75022,15
2009,2008.625,0.423048780487805,1,3,5,1.75022,15
2009,2008.625,0.184951219512195,1,3,6,1.75022,15
2009,2008.625,0.0358536585365854,1,3,7,1.75022,15
2009,2008.625,0.00397560975609756,1,3,8,1.75022,15
2009,2008.625,0.00173170731707317,1,3,9,1.75022,15
2009,2008.625,0.0013780487804878,1,3,10,1.75022,15
2009,2008.875,0.00186046511627907,1,4,1,1.75022,17
2009,2008.875,0.00488372093023256,1,4,2,1.75022,17
2009,2008.875,0.0298837209302326,1,4,3,1.75022,17
2009,2008.875,0.120116279069767,1,4,4,1.75022,17
2009,2008.875,0.304883720930233,1,4,5,1.75022,17
2009,2008.875,0.272790697674419,1,4,6,1.75022,17
2009,2008.875,0.168837209302326,1,4,7,1.75022,17
2009,2008.875,0.0703488372093023,1,4,8,1.75022,17
2009,2008.875,0.0198372093023256,1,4,9,1.75022,17
2009,2008.875,0.00655813953488372,1,4,10,1.75022,17
2009,2009.125,0.00236842105263158,1,1,1,1.75022,19
2009,2009.125,0.00342105263157895,1,1,2,1.75022,19
2009,2009.125,0.00657894736842105,1,1,3,1.75022,19
2009,2009.125,0.0239473684210526,1,1,4,1.75022,19
2009,2009.125,0.0647368421052632,1,1,5,1.75022,19
2009,2009.125,0.149736842105263,1,1,6,1.75022,19
2009,2009.125,0.245526315789474,1,1,7,1.75022,19
2009,2009.125,0.219736842105263,1,1,8,1.75022,19
2009,2009.125,0.167368421052632,1,1,9,1.75022,19
2009,2009.125,0.116578947368421,1,1,10,1.75022,19
2009,2009.375,0.0166904761904762,1,2,1,1.75022,21
2009,2009.375,0.00863095238095238,1,2,2,1.75022,21
2009,2009.375,0.00302380952380952,1,2,3,1.75022,21
2009,2009.375,0.0144285714285714,1,2,4,1.75022,21
2009,2009.375,0.0829404761904762,1,2,5,1.75022,21
2009,2009.375,0.24452380952381,1,2,6,1.75022,21
2009,2009.375,0.331666666666667,1,2,7,1.75022,21
2009,2009.375,0.173571428571429,1,2,8,1.75022,21
2009,2009.375,0.0773809523809524,1,2,9,1.75022,21
2009,2009.375,0.0471428571428571,1,2,10,1.75022,21
2009,2009.625,0.000172413793103448,1,3,1,1.75022,23
2009,2009.625,0.000344827586206897,1,3,2,1.75022,23
2009,2009.625,0.000689655172413793,1,3,3,1.75022,23
2009,2009.625,0.0268965517241379,1,3,4,1.75022,23
2009,2009.625,0.171379310344828,1,3,5,1.75022,23
2009,2009.625,0.356896551724138,1,3,6,1.75022,23
2009,2009.625,0.238965517241379,1,3,7,1.75022,23
2009,2009.625,0.115172413793103,1,3,8,1.75022,23
2009,2009.625,0.0762068965517241,1,3,9,1.75022,23
2009,2009.625,0.0132758620689655,1,3,10,1.75022,23
2009,2009.875,0.00142857142857143,1,4,1,1.75022,25
2009,2009.875,0.002,1,4,2,1.75022,25
2009,2009.875,0.00442857142857143,1,4,3,1.75022,25
2009,2009.875,0.0168571428571429,1,4,4,1.75022,25
2009,2009.875,0.119428571428571,1,4,5,1.75022,25
2009,2009.875,0.481142857142857,1,4,6,1.75022,25
2009,2009.875,0.265714285714286,1,4,7,1.75022,25
2009,2009.875,0.0628571428571429,1,4,8,1.75022,25
2009,2009.875,0.019,1,4,9,1.75022,25
2009,2009.875,0.0271428571428571,1,4,10,1.75022,25
2009,2009.999,0,2,5,1,1.75022,27
2009,2009.999,0,2,5,2,1.75022,27
2009,2009.999,0,2,5,3,1.75022,27
2009,2009.999,0,2,5,4,1.75022,27
2009,2009.999,0,2,5,5,1.75022,27
2009,2009.999,1,2,5,6,1.75022,27
2009,2009.999,0,2,5,7,1.75022,27
2009,2009.999,0,2,5,8,1.75022,27
2009,2009.999,0,2,5,9,1.75022,27
2009,2009.999,0,2,5,10,1.75022,27
2010,2009.125,0.00166666666666667,1,1,1,0.64557,20
2010,2009.125,0.00444444444444444,1,1,2,0.64557,20
2010,2009.125,0.0163888888888889,1,1,3,0.64557,20
2010,2009.125,0.0669444444444444,1,1,4,0.64557,20
2010,2009.125,0.174722222222222,1,1,5,0.64557,20
2010,2009.125,0.218611111111111,1,1,6,0.64557,20
2010,2009.125,0.206666666666667,1,1,7,0.64557,20
2010,2009.125,0.143888888888889,1,1,8,0.64557,20
2010,2009.125,0.106666666666667,1,1,9,0.64557,20
2010,2009.125,0.06,1,1,10,0.64557,20
2010,2009.375,0.00075609756097561,1,2,1,0.64557,22
2010,2009.375,0.00231707317073171,1,2,2,0.64557,22
2010,2009.375,0.00814634146341463,1,2,3,0.64557,22
2010,2009.375,0.0789024390243902,1,2,4,0.64557,22
2010,2009.375,0.181951219512195,1,2,5,0.64557,22
2010,2009.375,0.265121951219512,1,2,6,0.64557,22
2010,2009.375,0.19609756097561,1,2,7,0.64557,22
2010,2009.375,0.140975609756098,1,2,8,0.64557,22
2010,2009.375,0.0748780487804878,1,2,9,0.64557,22
2010,2009.375,0.0508536585365854,1,2,10,0.64557,22
2010,2009.625,0.000357142857142857,1,3,1,0.64557,24
2010,2009.625,0.00178571428571429,1,3,2,0.64557,24
2010,2009.625,0.0175,1,3,3,0.64557,24
2010,2009.625,0.0810714285714286,1,3,4,0.64557,24
2010,2009.625,0.205,1,3,5,0.64557,24
2010,2009.625,0.263214285714286,1,3,6,0.64557,24
2010,2009.625,0.2525,1,3,7,0.64557,24
2010,2009.625,0.131071428571429,1,3,8,0.64557,24
2010,2009.625,0.0357142857142857,1,3,9,0.64557,24
2010,2009.625,0.0117857142857143,1,3,10,0.64557,24
2010,2009.875,0.002,1,4,1,0.64557,26
2010,2009.875,0.00457142857142857,1,4,2,0.64557,26
2010,2009.875,0.0182857142857143,1,4,3,0.64557,26
2010,2009.875,0.0851428571428571,1,4,4,0.64557,26
2010,2009.875,0.150571428571429,1,4,5,0.64557,26
2010,2009.875,0.262571428571429,1,4,6,0.64557,26
2010,2009.875,0.292571428571429,1,4,7,0.64557,26
2010,2009.875,0.110571428571429,1,4,8,0.64557,26
2010,2009.875,0.0337142857142857,1,4,9,0.64557,26
2010,2009.875,0.04,1,4,10,0.64557,26
2010,2010.125,0.000769230769230769,1,1,1,0.64557,28
2010,2010.125,0.00282051282051282,1,1,2,0.64557,28
2010,2010.125,0.0156410256410256,1,1,3,0.64557,28
2010,2010.125,0.0683333333333333,1,1,4,0.64557,28
2010,2010.125,0.178974358974359,1,1,5,0.64557,28
2010,2010.125,0.31051282051282,1,1,6,0.64557,28
2010,2010.125,0.255,1,1,7,0.64557,28
2010,2010.125,0.112179487179487,1,1,8,0.64557,28
2010,2010.125,0.0285897435897436,1,1,9,0.64557,28
2010,2010.125,0.0271794871794872,1,1,10,0.64557,28
2010,2010.375,0.000539473684210526,1,2,1,0.64557,30
2010,2010.375,0.00245789473684211,1,2,2,0.64557,30
2010,2010.375,0.0121263157894737,1,2,3,0.64557,30
2010,2010.375,0.05305,1,2,4,0.64557,30
2010,2010.375,0.0773789473684211,1,2,5,0.64557,30
2010,2010.375,0.202621052631579,1,2,6,0.64557,30
2010,2010.375,0.344152631578947,1,2,7,0.64557,30
2010,2010.375,0.203931578947368,1,2,8,0.64557,30
2010,2010.375,0.064,1,2,9,0.64557,30
2010,2010.375,0.0397421052631579,1,2,10,0.64557,30
2010,2010.625,0.000666666666666667,1,3,1,0.64557,32
2010,2010.625,0.000999999999999999,1,3,2,0.64557,32
2010,2010.625,0.00233333333333333,1,3,3,0.64557,32
2010,2010.625,0.00468,1,3,4,0.64557,32
2010,2010.625,0.0282,1,3,5,0.64557,32
2010,2010.625,0.13102,1,3,6,0.64557,32
2010,2010.625,0.318733333333333,1,3,7,0.64557,32
2010,2010.625,0.36526,1,3,8,0.64557,32
2010,2010.625,0.10498,1,3,9,0.64557,32
2010,2010.625,0.0431266666666667,1,3,10,0.64557,32
2010,2010.875,5e-04,1,4,1,0.64557,34
2010,2010.875,0.00075,1,4,2,0.64557,34
2010,2010.875,0.00135,1,4,3,0.64557,34
2010,2010.875,0.006675,1,4,4,0.64557,34
2010,2010.875,0.044575,1,4,5,0.64557,34
2010,2010.875,0.086025,1,4,6,0.64557,34
2010,2010.875,0.31426,1,4,7,0.64557,34
2010,2010.875,0.473575,1,4,8,0.64557,34
2010,2010.875,0.064765,1,4,9,0.64557,34
2010,2010.875,0.007525,1,4,10,0.64557,34
2010,2010.999,0,2,5,1,0.64557,36
2010,2010.999,0,2,5,2,0.64557,36
2010,2010.999,0,2,5,3,0.64557,36
2010,2010.999,0,2,5,4,0.64557,36
2010,2010.999,0,2,5,5,0.64557,36
2010,2010.999,0,2,5,6,0.64557,36
2010,2010.999,0,2,5,7,0.64557,36
2010,2010.999,1,2,5,8,0.64557,36
2010,2010.999,0,2,5,9,0.64557,36
2010,2010.999,0,2,5,10,0.64557,36
2011,2010.125,0.00210526315789474,1,1,1,2.17432,29
2011,2010.125,0.00578947368421053,1,1,2,2.17432,29
2011,2010.125,0.05,1,1,3,2.17432,29
2011,2010.125,0.126578947368421,1,1,4,2.17432,29
2011,2010.125,0.221842105263158,1,1,5,2.17432,29
2011,2010.125,0.283684210526316,1,1,6,2.17432,29
2011,2010.125,0.167894736842105,1,1,7,2.17432,29
2011,2010.125,0.075,1,1,8,2.17432,29
2011,2010.125,0.0389473684210526,1,1,9,2.17432,29
2011,2010.125,0.0281578947368421,1,1,10,2.17432,29
2011,2010.375,0.00399473684210527,1,2,1,2.17432,31
2011,2010.375,0.0183684210526316,1,2,2,2.17432,31
2011,2010.375,0.0361473684210526,1,2,3,2.17432,31
2011,2010.375,0.0875263157894737,1,2,4,2.17432,31
2011,2010.375,0.182589473684211,1,2,5,2.17432,31
2011,2010.375,0.275936842105263,1,2,6,2.17432,31
2011,2010.375,0.203557894736842,1,2,7,2.17432,31
2011,2010.375,0.114163157894737,1,2,8,2.17432,31
2011,2010.375,0.0409368421052632,1,2,9,2.17432,31
2011,2010.375,0.0367789473684211,1,2,10,2.17432,31
2011,2010.625,0.00175172413793103,1,3,1,2.17432,33
2011,2010.625,0.00368275862068966,1,3,2,2.17432,33
2011,2010.625,0.0203034482758621,1,3,3,2.17432,33
2011,2010.625,0.0653655172413793,1,3,4,2.17432,33
2011,2010.625,0.152068965517241,1,3,5,2.17432,33
2011,2010.625,0.253793103448276,1,3,6,2.17432,33
2011,2010.625,0.282737931034483,1,3,7,2.17432,33
2011,2010.625,0.150289655172414,1,3,8,2.17432,33
2011,2010.625,0.049951724137931,1,3,9,2.17432,33
2011,2010.625,0.0200551724137931,1,3,10,2.17432,33
2011,2010.875,0.005835,1,4,1,2.17432,35
2011,2010.875,0.00596,1,4,2,2.17432,35
2011,2010.875,0.02793,1,4,3,2.17432,35
2011,2010.875,0.054285,1,4,4,2.17432,35
2011,2010.875,0.116875,1,4,5,2.17432,35
2011,2010.875,0.205825,1,4,6,2.17432,35
2011,2010.875,0.321335,1,4,7,2.17432,35
2011,2010.875,0.178435,1,4,8,2.17432,35
2011,2010.875,0.062965,1,4,9,2.17432,35
2011,2010.875,0.02058,1,4,10,2.17432,35
2011,2011.125,0.000886486486486487,1,1,1,2.17432,37
2011,2011.125,0.00258378378378378,1,1,2,2.17432,37
2011,2011.125,0.0137189189189189,1,1,3,2.17432,37
2011,2011.125,0.0420972972972973,1,1,4,2.17432,37
2011,2011.125,0.138745945945946,1,1,5,2.17432,37
2011,2011.125,0.277167567567568,1,1,6,2.17432,37
2011,2011.125,0.298194594594595,1,1,7,2.17432,37
2011,2011.125,0.143983783783784,1,1,8,2.17432,37
2011,2011.125,0.0411081081081081,1,1,9,2.17432,37
2011,2011.125,0.0415135135135135,1,1,10,2.17432,37
2011,2011.375,0.00451111111111111,1,2,1,2.17432,39
2011,2011.375,0.00821111111111111,1,2,2,2.17432,39
2011,2011.375,0.0257888888888889,1,2,3,2.17432,39
2011,2011.375,0.0745333333333333,1,2,4,2.17432,39
2011,2011.375,0.185466666666667,1,2,5,2.17432,39
2011,2011.375,0.3418,1,2,6,2.17432,39
2011,2011.375,0.259766666666667,1,2,7,2.17432,39
2011,2011.375,0.0745333333333333,1,2,8,2.17432,39
2011,2011.375,0.0209111111111111,1,2,9,2.17432,39
2011,2011.375,0.00447777777777778,1,2,10,2.17432,39
2011,2011.625,0.01254375,1,3,1,2.17432,41
2011,2011.625,0.0167125,1,3,2,2.17432,41
2011,2011.625,0.03430625,1,3,3,2.17432,41
2011,2011.625,0.0721875,1,3,4,2.17432,41
2011,2011.625,0.31689375,1,3,5,2.17432,41
2011,2011.625,0.3823875,1,3,6,2.17432,41
2011,2011.625,0.12240625,1,3,7,2.17432,41
2011,2011.625,0.03130625,1,3,8,2.17432,41
2011,2011.625,0.0071,1,3,9,2.17432,41
2011,2011.625,0.00415625,1,3,10,2.17432,41
2011,2011.875,0.000452380952380952,1,4,1,2.17432,43
2011,2011.875,0.0148333333333333,1,4,2,2.17432,43
2011,2011.875,0.0778809523809524,1,4,3,2.17432,43
2011,2011.875,0.106533333333333,1,4,4,2.17432,43
2011,2011.875,0.522766666666667,1,4,5,2.17432,43
2011,2011.875,0.241509523809524,1,4,6,2.17432,43
2011,2011.875,0.031452380952381,1,4,7,2.17432,43
2011,2011.875,0.00321428571428571,1,4,8,2.17432,43
2011,2011.875,0.00080952380952381,1,4,9,2.17432,43
2011,2011.875,0.000547619047619048,1,4,10,2.17432,43
2011,2011.999,0,2,5,1,2.17432,45
2011,2011.999,0,2,5,2,2.17432,45
2011,2011.999,0,2,5,3,2.17432,45
2011,2011.999,0,2,5,4,2.17432,45
2011,2011.999,1,2,5,5,2.17432,45
2011,2011.999,0,2,5,6,2.17432,45
2011,2011.999,0,2,5,7,2.17432,45
2011,2011.999,0,2,5,8,2.17432,45
2011,2011.999,0,2,5,9,2.17432,45
2011,2011.999,0,2,5,10,2.17432,45
2012,2011.125,0.0104666666666667,1,1,1,1.949,38
2012,2011.125,0.0059,1,1,2,1.949,38
2012,2011.125,0.0389666666666667,1,1,3,1.949,38
2012,2011.125,0.0941333333333333,1,1,4,1.949,38
2012,2011.125,0.185611111111111,1,1,5,1.949,38
2012,2011.125,0.310722222222222,1,1,6,1.949,38
2012,2011.125,0.233722222222222,1,1,7,1.949,38
2012,2011.125,0.0786277777777778,1,1,8,1.949,38
2012,2011.125,0.0266833333333333,1,1,9,1.949,38
2012,2011.125,0.0151666666666667,1,1,10,1.949,38
2012,2011.375,0.0146555555555556,1,2,1,1.949,40
2012,2011.375,0.0108111111111111,1,2,2,1.949,40
2012,2011.375,0.0474444444444444,1,2,3,1.949,40
2012,2011.375,0.1205,1,2,4,1.949,40
2012,2011.375,0.214244444444444,1,2,5,1.949,40
2012,2011.375,0.304077777777778,1,2,6,1.949,40
2012,2011.375,0.177905555555556,1,2,7,1.949,40
2012,2011.375,0.0783388888888889,1,2,8,1.949,40
2012,2011.375,0.0202333333333333,1,2,9,1.949,40
2012,2011.375,0.0117888888888889,1,2,10,1.949,40
2012,2011.625,0.0100903225806452,1,3,1,1.949,42
2012,2011.625,0.0189290322580645,1,3,2,1.949,42
2012,2011.625,0.0475677419354839,1,3,3,1.949,42
2012,2011.625,0.127187096774194,1,3,4,1.949,42
2012,2011.625,0.22701935483871,1,3,5,1.949,42
2012,2011.625,0.29558064516129,1,3,6,1.949,42
2012,2011.625,0.165638709677419,1,3,7,1.949,42
2012,2011.625,0.0764838709677419,1,3,8,1.949,42
2012,2011.625,0.0180645161290323,1,3,9,1.949,42
2012,2011.625,0.0135032258064516,1,3,10,1.949,42
2012,2011.875,0.00720487804878049,1,4,1,1.949,44
2012,2011.875,0.0113219512195122,1,4,2,1.949,44
2012,2011.875,0.0481024390243902,1,4,3,1.949,44
2012,2011.875,0.116829268292683,1,4,4,1.949,44
2012,2011.875,0.252487804878049,1,4,5,1.949,44
2012,2011.875,0.309253658536585,1,4,6,1.949,44
2012,2011.875,0.175717073170732,1,4,7,1.949,44
2012,2011.875,0.0581024390243902,1,4,8,1.949,44
2012,2011.875,0.0183463414634146,1,4,9,1.949,44
2012,2011.875,0.00263414634146341,1,4,10,1.949,44
2012,2012.125,0.00858918918918919,1,1,1,1.949,46
2012,2012.125,0.00857837837837838,1,1,2,1.949,46
2012,2012.125,0.0372918918918919,1,1,3,1.949,46
2012,2012.125,0.122308108108108,1,1,4,1.949,46
2012,2012.125,0.325389189189189,1,1,5,1.949,46
2012,2012.125,0.293291891891892,1,1,6,1.949,46
2012,2012.125,0.136908108108108,1,1,7,1.949,46
2012,2012.125,0.0371567567567568,1,1,8,1.949,46
2012,2012.125,0.0217945945945946,1,1,9,1.949,46
2012,2012.125,0.00869189189189189,1,1,10,1.949,46
2012,2012.375,0.000987878787878788,1,2,1,1.949,48
2012,2012.375,0.00380606060606061,1,2,2,1.949,48
2012,2012.375,0.0321878787878788,1,2,3,1.949,48
2012,2012.375,0.135909090909091,1,2,4,1.949,48
2012,2012.375,0.412454545454545,1,2,5,1.949,48
2012,2012.375,0.287230303030303,1,2,6,1.949,48
2012,2012.375,0.0828606060606061,1,2,7,1.949,48
2012,2012.375,0.0379515151515152,1,2,8,1.949,48
2012,2012.375,0.00476969696969697,1,2,9,1.949,48
2012,2012.375,0.00184242424242424,1,2,10,1.949,48
2012,2012.625,0.00166666666666667,1,3,1,1.949,50
2012,2012.625,0.00379285714285714,1,3,2,1.949,50
2012,2012.625,0.0250714285714286,1,3,3,1.949,50
2012,2012.625,0.134469047619048,1,3,4,1.949,50
2012,2012.625,0.41677380952381,1,3,5,1.949,50
2012,2012.625,0.32082619047619,1,3,6,1.949,50
2012,2012.625,0.0680785714285714,1,3,7,1.949,50
2012,2012.625,0.0195428571428571,1,3,8,1.949,50
2012,2012.625,0.00681190476190476,1,3,9,1.949,50
2012,2012.625,0.00296666666666667,1,3,10,1.949,50
2012,2012.875,0.000147058823529412,1,4,1,1.949,52
2012,2012.875,0.00176470588235294,1,4,2,1.949,52
2012,2012.875,0.0144117647058824,1,4,3,1.949,52
2012,2012.875,0.0618764705882353,1,4,4,1.949,52
2012,2012.875,0.466982352941176,1,4,5,1.949,52
2012,2012.875,0.404129411764706,1,4,6,1.949,52
2012,2012.875,0.0437764705882353,1,4,7,1.949,52
2012,2012.875,0.00647058823529412,1,4,8,1.949,52
2012,2012.875,0.000441176470588235,1,4,9,1.949,52
2012,2012.875,0,1,4,10,1.949,52
2012,2012.999,0,2,5,1,1.949,54
2012,2012.999,0,2,5,2,1.949,54
2012,2012.999,0,2,5,3,1.949,54
2012,2012.999,0,2,5,4,1.949,54
2012,2012.999,0,2,5,5,1.949,54
