StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q32,Q31,Q92,Q37,Q93,Q94,Q33,Q46,Q39,Q34_Browser,Q34_Version,Q34_Operating System,Q34_Resolution,allSliderData,Create New Field or Choose From Dropdown...,loopCounter,Condition
2023-09-14 12:05:58,2023-09-14 12:27:34,0,100,1296,1,2023-09-14 12:27:35,R_Y4BmdNS2c5hWCSR,anonymous,EN,1,1,1,1,1,1,1,,,55b75944fdf99b6e0c49981b,Chrome,117.0.0.0,Windows NT 10.0,1366x768,'-2~cl~-2cl.jpeg~78~1.9320999999999997~-1~cl~-1cl.jpeg~79~17.64~0~cl~0cl.jpeg~100~8.3521~1~cl~1cl.jpeg~84~2.1609~2~cl~2cl.jpeg~103~3.5721~3~cl~3cl.jpeg~99~5.9049000000000005~4~cl~4fn.jpeg~104~5.522500000000001~5~cl~5fn.jpeg~94~4.9729~6~cl~6fn.jpeg~110~4.752400000000001~7~cl~7fn.jpeg~108~6.604899999999999~8~cl~8fn.jpeg~93~25~,,9,cl
2023-09-14 12:07:14,2023-09-14 12:32:37,0,100,1523,1,2023-09-14 12:32:39,R_1CHnO6WgERsYvDu,anonymous,EN,1,1,1,1,1,2,1,No,Sales predictions,64a94f3c6ecf9b49969c1b20,Chrome,116.0.0.0,Windows NT 10.0,1280x720,'-2~cl~-2cl.jpeg~78~2.1609~-1~cl~-1cl.jpeg~79~17.472399999999997~0~cl~0cl.jpeg~100~8.0089~1~cl~1cl.jpeg~85~3.0625~2~cl~2cl.jpeg~103~7.398400000000001~3~cl~3cl.jpeg~100~10.3041~4~cl~4fn.jpeg~106~6.864400000000001~5~cl~5fn.jpeg~91~9.985600000000002~6~cl~6fn.jpeg~111~9.672099999999999~7~cl~7fn.jpeg~109~10.112400000000001~8~cl~8fn.jpeg~94~25~,,9,cl
2023-09-14 12:04:59,2023-09-14 12:05:34,0,21,35,0,2023-09-14 13:05:37,R_2SH6IQ4cfQWiwpA,anonymous,EN,1,,,,,,,,,,,,,,,,-2,fn
2023-09-14 14:59:31,2023-09-14 15:04:55,0,100,323,1,2023-09-14 15:04:55,R_2YsuFrCVxDB18Rl,anonymous,EN,1,1,1,1,1,2,1,,,,Chrome,116.0.0.0,Windows NT 10.0,1280x720,'-2~fn~-2fn.jpeg~79~2.0736~-1~fn~-1fn.jpeg~79~0.1024~0~fn~0fn.jpeg~106~2.0164~1~fn~1fn.jpeg~95~6.969600000000001~2~fn~2fn.jpeg~106~2.6244000000000005~3~fn~3fn.jpeg~103~13.4689~4~fn~4cl.jpeg~114~0.2025~5~fn~5cl.jpeg~81~5.017600000000001~6~fn~6cl.jpeg~125~0.0841~7~fn~7cl.jpeg~91~14.3641~8~fn~8cl.jpeg~108~16.6464~,,9,fn
2023-09-14 14:59:39,2023-09-14 15:05:16,0,100,337,1,2023-09-14 15:05:17,R_2s58cBDbRRH1DBz,anonymous,EN,1,1,1,1,1,2,1,,,5f1c2f87a73eec487b58ad9a,Chrome,116.0.0.0,Windows NT 10.0,1536x864,'-2~fl~-2fl.jpeg~79~0.8835999999999999~-1~fl~-1fl.jpeg~81~0.010000000000000002~0~fl~0fl.jpeg~104~6.916899999999999~1~fl~1fl.jpeg~73~4.9729~2~fl~2fl.jpeg~107~6.760000000000001~3~fl~3fl.jpeg~102~1.4884~4~fl~4cn.jpeg~109~3.2041~5~fl~5cn.jpeg~91~5.2441~6~fl~6cn.jpeg~110~11.902500000000002~7~fl~7cn.jpeg~116~6.25~8~fl~8cn.jpeg~89~5.9536~,,9,fl
2023-09-14 15:00:36,2023-09-14 15:05:38,0,100,302,1,2023-09-14 15:05:39,R_241qJRkCC33dUKm,anonymous,EN,1,1,1,1,1,1,2,,,5c4cea77889752000156917d,Chrome,116.0.0.0,Windows NT 10.0,1920x1080,'-2~fl~-2fl.jpeg~82~0.010000000000000002~-1~fl~-1fl.jpeg~78~17.64~0~fl~0fl.jpeg~106~8.1225~1~fl~1fl.jpeg~76~4.2848999999999995~2~fl~2fl.jpeg~111~8.2944~3~fl~3fl.jpeg~111~12.0409~4~fl~4cn.jpeg~109~4.928400000000001~5~fl~5cn.jpeg~87~17.305600000000002~6~fl~6cn.jpeg~124~12.6025~7~fl~7cn.jpeg~85~22.8484~8~fl~8cn.jpeg~87~6.5536~,,9,fl
2023-09-14 14:59:30,2023-09-14 15:06:13,0,100,403,1,2023-09-14 15:06:14,R_3PsMsevsGVo2YC5,anonymous,EN,0.8999999761581421,1,1,3,1,1,3,,,601efb79aa55223eeec6b2a6,Edge,116.0.1938.76,Windows NT 10.0,1536x864,'-2~fn~-2fn.jpeg~82~2.25~-1~fn~-1fn.jpeg~79~16.81~0~fn~0fn.jpeg~104~8.7616~1~fn~1fn.jpeg~95~4.928400000000001~2~fn~2fn.jpeg~98~4.1616~3~fn~3fn.jpeg~100~6.002500000000001~4~fn~4cl.jpeg~114~3.8415999999999997~5~fn~5cl.jpeg~87~9.060099999999998~6~fn~6cl.jpeg~124~11.289599999999998~7~fn~7cl.jpeg~96~10.6276~8~fn~8cl.jpeg~107~25~,,9,fn
2023-09-14 14:59:32,2023-09-14 15:06:24,0,100,411,1,2023-09-14 15:06:24,R_3JF4peidRDKSv7u,anonymous,EN,1,1,1,3,1,2,3,,,5d7cfac5e2a3ec0001131361,Opera,100.0.0.0,Windows NT 10.0,1080x1920,'-2~fl~-2fl.jpeg~79~1.9320999999999997~-1~fl~-1fl.jpeg~80~17.0569~0~fl~0fl.jpeg~102~2.2201~1~fl~1fl.jpeg~75~3.8415999999999997~2~fl~2fl.jpeg~106~7.1289~3~fl~3fl.jpeg~98~3.2761~4~fl~4cn.jpeg~106~7.290000000000001~5~fl~5cn.jpeg~90~7.5625~6~fl~6cn.jpeg~108~10.6276~7~fl~7cn.jpeg~111~18.49~8~fl~8cn.jpeg~94~15.209999999999999~,,9,fl
2023-09-14 14:59:28,2023-09-14 15:07:35,0,100,487,1,2023-09-14 15:07:35,R_3lPJMMBF9xWX3kp,anonymous,EN,1,1,1,1,1,1,1,,,60d20236448971833317b4a9,Chrome,116.0.0.0,Windows NT 10.0,1920x1080,'-2~cn~-2cn.jpeg~78~1.9320999999999997~-1~cn~-1cn.jpeg~76~17.7241~0~cn~0cn.jpeg~104~9.4249~1~cn~1cn.jpeg~91~5.017600000000001~2~cn~2cn.jpeg~105~3.3124000000000002~3~cn~3cn.jpeg~113~4.5796~4~cn~4fl.jpeg~123~6.5536~5~cn~5fl.jpeg~68~11.902500000000002~6~cn~6fl.jpeg~140~6.5536~7~cn~7fl.jpeg~93~25~8~cn~8fl.jpeg~109~9.060099999999998~,,9,cn
2023-09-14 14:59:27,2023-09-14 15:07:58,0,100,511,1,2023-09-14 15:07:59,R_2VIo9VyhbyeVUq0,anonymous,EN,1,1,1,1,2,2,3,,,5fa6f67987c4d53d5abb21cc,Chrome,116.0.0.0,Windows NT 10.0,1920x1080,'-2~fl~-2fl.jpeg~79~2.25~-1~fl~-1fl.jpeg~79~16.3216~0~fl~0fl.jpeg~101~0.8464~1~fl~1fl.jpeg~73~6.300099999999999~2~fl~2fl.jpeg~105~8.8804~3~fl~3fl.jpeg~99~17.305600000000002~4~fl~4cn.jpeg~104~8.8804~5~fl~5cn.jpeg~72~12.0409~6~fl~6cn.jpeg~107~21.902399999999997~7~fl~7cn.jpeg~108~25~8~fl~8cn.jpeg~93~25~,,9,fl
2023-09-14 14:59:28,2023-09-14 15:08:04,0,100,516,1,2023-09-14 15:08:05,R_1AhMJtbwC5yVQ1X,anonymous,EN,1,1,1,1,1,2,1,,,5de476f9b5b7ff447db5c4aa,Opera,85.0.4341.79,Windows NT 10.0,1440x900,'-2~cl~-2cl.jpeg~80~3.24~-1~cl~-1cl.jpeg~78~13.3225~0~cl~0cl.jpeg~107~3.0625~1~cl~1cl.jpeg~86~2.0736~2~cl~2cl.jpeg~106~4.120899999999999~3~cl~3cl.jpeg~99~1.0404~4~cl~4fn.jpeg~105~3.5721~5~cl~5fn.jpeg~87~4.9729~6~cl~6fn.jpeg~110~4.536899999999999~7~cl~7fn.jpeg~105~3.0976~8~cl~8fn.jpeg~98~25~,,9,cl
2023-09-14 14:59:37,2023-09-14 15:08:09,0,100,511,1,2023-09-14 15:08:09,R_2xDEpAS4pns4Zno,anonymous,EN,1,1,1,1,1,1,1,,,649ef6b46dc27fc48aa23bd6,Chrome,116.0.0.0,Macintosh,1440x900,'-2~cn~-2cn.jpeg~79~2.4336~-1~cn~-1cn.jpeg~78~9~0~cn~0cn.jpeg~105~8.0656~1~cn~1cn.jpeg~93~2.4025000000000003~2~cn~2cn.jpeg~113~4.4521~3~cn~3cn.jpeg~115~4.41~4~cn~4fl.jpeg~123~3.0625~5~cn~5fl.jpeg~68~5.2441~6~cn~6fl.jpeg~140~8.6436~7~cn~7fl.jpeg~93~12.180100000000001~8~cn~8fl.jpeg~109~9.3636~,,9,cn
2023-09-14 14:59:33,2023-09-14 15:08:37,0,100,543,1,2023-09-14 15:08:38,R_2CEuWaYIAyIFx3g,anonymous,EN,1,1,1,1,1,2,2,,,5eadbbafb7fa890a51065284,Chrome,116.0.0.0,Windows NT 10.0,2560x1440,'-2~cn~-2cn.jpeg~77~2.0448999999999997~-1~cn~-1cn.jpeg~79~17.7241~0~cn~0cn.jpeg~106~7.952399999999999~1~cn~1cn.jpeg~88~5.475599999999999~2~cn~2cn.jpeg~114~8.468100000000002~3~cn~3cn.jpeg~117~10.4329~4~cn~4fl.jpeg~122~4.5796~5~cn~5fl.jpeg~68~2.8223999999999996~6~cn~6fl.jpeg~140~18.147599999999997~7~cn~7fl.jpeg~94~25~8~cn~8fl.jpeg~90~18.147599999999997~,,9,cn
2023-09-14 14:59:39,2023-09-14 15:08:48,0,100,549,1,2023-09-14 15:08:49,R_2R1yyBxaMkuvDx0,anonymous,EN,1,1,1,1,1,2,3,,,5cacd2d26c35bf0001a5c2dd,Chrome,116.0.0.0,Windows NT 10.0,1920x1080,'-2~cl~-2cl.jpeg~77~2.25~-1~cl~-1cl.jpeg~73~3.61~0~cl~0cl.jpeg~110~1.0404~1~cl~1cl.jpeg~84~0.8835999999999999~2~cl~2cl.jpeg~107~13.838400000000002~3~cl~3cl.jpeg~103~20.793599999999998~4~cl~4fn.jpeg~107~6.708099999999999~5~cl~5fn.jpeg~89~8.468100000000002~6~cl~6fn.jpeg~125~8.0089~7~cl~7fn.jpeg~111~21.902399999999997~8~cl~8fn.jpeg~89~24.304899999999996~,,9,cl
2023-09-14 14:59:42,2023-09-14 15:08:59,0,100,557,1,2023-09-14 15:09:00,R_3qrj1QvtZkZJ6we,anonymous,EN,1,1,1,1,1,2,1,,,5ea9fdf797d3bc1683662ad4,Firefox,117.0,Windows NT 10.0,1536x864,'-2~fn~-2fn.jpeg~78~1.9880999999999998~-1~fn~-1fn.jpeg~78~18.0625~0~fn~0fn.jpeg~107~8.3521~1~fn~1fn.jpeg~90~7.3441~2~fn~2fn.jpeg~104~4.120899999999999~3~fn~3fn.jpeg~105~5.9049000000000005~4~fn~4cl.jpeg~113~2.9240999999999997~5~fn~5cl.jpeg~88~5.1529~6~fn~6cl.jpeg~127~4.536899999999999~7~fn~7cl.jpeg~92~7.0225~8~fn~8cl.jpeg~104~12.6025~,,9,fn
2023-09-14 14:59:39,2023-09-14 15:09:07,0,100,568,1,2023-09-14 15:09:08,R_DT2B2dBAYQPsjTj,anonymous,EN,0.8999999761581421,1,1,1,1,2,2,,,5f2ff5a6bb77ce06aae87db6,Firefox,117.0,Windows NT 10.0,1920x1080,'-2~fn~-2fn.jpeg~77~1.8496000000000004~-1~fn~-1fn.jpeg~79~18.3184~0~fn~0fn.jpeg~104~8.1225~1~fn~1fn.jpeg~90~2.3716~2~fn~2fn.jpeg~114~11.0889~3~fn~3fn.jpeg~125~4.368099999999999~4~fn~4cl.jpeg~116~2.0736~5~fn~5cl.jpeg~73~2.8560999999999996~6~fn~6cl.jpeg~129~2.3716~7~fn~7cl.jpeg~69~15.4449~8~fn~8cl.jpeg~108~15.8404~,,9,fn
2023-09-14 14:59:39,2023-09-14 15:09:31,0,100,592,1,2023-09-14 15:09:32,R_23dybnIR05rFy7s,anonymous,EN,1,1,1,1,1,1,1,,,5dab6e7d80e1780016d5bc9b,Chrome,116.0.0.0,Windows NT 10.0,1816x1022,'-2~cl~-2cl.jpeg~78~1.9320999999999997~-1~cl~-1cl.jpeg~78~17.8084~0~cl~0cl.jpeg~103~8.179599999999999~1~cl~1cl.jpeg~85~3.4969000000000006~2~cl~2cl.jpeg~106~8.7025~3~cl~3cl.jpeg~97~6.300099999999999~4~cl~4fn.jpeg~105~6.1504~5~cl~5fn.jpeg~91~7.1289~6~cl~6fn.jpeg~128~7.617599999999999~7~cl~7fn.jpeg~99~16.4025~8~cl~8fn.jpeg~96~23.522499999999997~,,9,cl
2023-09-14 14:59:40,2023-09-14 15:10:39,0,100,658,1,2023-09-14 15:10:39,R_2ZEVCZsfn6fzt4c,anonymous,EN,1,1,1,1,1,1,2,,,613ad089983f33fc8194d601,Chrome,116.0.0.0,Windows NT 10.0,1920x1080,'-2~cn~-2cn.jpeg~80~16.483599999999996~-1~cn~-1cn.jpeg~80~17.472399999999997~0~cn~0cn.jpeg~106~8.2369~1~cn~1cn.jpeg~95~6.969600000000001~2~cn~2cn.jpeg~101~9.1809~3~cn~3cn.jpeg~129~1.9880999999999998~4~cn~4fl.jpeg~122~4.2848999999999995~5~cn~5fl.jpeg~68~3.8024999999999998~6~cn~6fl.jpeg~140~2.5600000000000005~7~cn~7fl.jpeg~93~0.7055999999999999~8~cn~8fl.jpeg~109~7.3441~,,9,cn
2023-09-14 14:59:31,2023-09-14 15:11:40,0,100,728,1,2023-09-14 15:11:40,R_WxnnUAwAgXkFPJT,anonymous,EN,0.8999999761581421,1,1,1,1,1,1,,,5c14094a47af7b0001695ecb,Firefox,117.0,Windows NT 10.0,2560x1440,'-2~cn~-2cn.jpeg~77~2.0164~-1~cn~-1cn.jpeg~78~16.6464~0~cn~0cn.jpeg~105~7.617599999999999~1~cn~1cn.jpeg~94~2.6244000000000005~2~cn~2cn.jpeg~104~5.3361~3~cn~3cn.jpeg~99~4.8841~4~cn~4fl.jpeg~123~2.0164~5~cn~5fl.jpeg~69~0.5625~6~cn~6fl.jpeg~138~0.010000000000000002~7~cn~7fl.jpeg~92~14.137599999999999~8~cn~8fl.jpeg~109~6.812099999999999~,,9,cn
2023-09-14 14:59:42,2023-09-14 15:12:30,0,100,768,1,2023-09-14 15:12:31,R_9Bu7sqCEGmQ3vtn,anonymous,EN,0.8999999761581421,1,1,2,1,1,1,,,5e0d2c84a1f3614b94488e8d,Firefox,117.0,Linux x86_64,1024x768,'-2~fl~-2fl.jpeg~78~1.9320999999999997~-1~fl~-1fl.jpeg~78~17.64~0~fl~0fl.jpeg~106~8.3521~1~fl~1fl.jpeg~73~2.8560999999999996~2~fl~2fl.jpeg~105~5.2441~3~fl~3fl.jpeg~98~9.985600000000002~4~fl~4cn.jpeg~108~4.6656~5~fl~5cn.jpeg~79~6.708099999999999~6~fl~6cn.jpeg~125~6.300099999999999~7~fl~7cn.jpeg~108~18.7489~8~fl~8cn.jpeg~93~15.8404~,,9,fl
2023-09-14 14:59:35,2023-09-14 15:12:58,0,100,802,1,2023-09-14 15:12:59,R_SSNYdR0USAhrn3P,anonymous,EN,1,1,1,1,1,1,1,,,60867f15c6327e78242c627c,Chrome,116.0.0.0,Windows NT 10.0,1536x864,'-2~fn~-2fn.jpeg~100~0.010000000000000002~-1~fn~-1fn.jpeg~78~17.64~0~fn~0fn.jpeg~106~8.0656~1~fn~1fn.jpeg~81~8.0089~2~fn~2fn.jpeg~122~14.5161~3~fn~3fn.jpeg~133~17.222500000000004~4~fn~4cl.jpeg~115~6.200100000000001~5~fn~5cl.jpeg~76~12.96~6~fn~6cl.jpeg~122~11.424399999999999~7~fn~7cl.jpeg~81~19.1844~8~fn~8cl.jpeg~64~22.8484~,,9,fn
2023-09-14 14:59:40,2023-09-14 15:14:05,0,100,865,1,2023-09-14 15:14:06,R_brRVCiYgyAhOCXv,anonymous,EN,0.8999999761581421,1,1,1,1,1,1,"I think this study was very well designed. Well explained  making it easy to understand, and actually very fun to complete!","I think you are trying to evaluate how reliably people can deduce the trends on data points based on the graphical representation; also what is our tolerance to uncertainty before we become muddled, and also our ability to estimate said uncertainty.",6151be9cd63f6bdec7c63fc6,Chrome,116.0.0.0,Windows NT 10.0,1922x934,'-2~cn~-2cn.jpeg~79~1.8769000000000002~-1~cn~-1cn.jpeg~79~17.64~0~cn~0cn.jpeg~109~8.1225~1~cn~1cn.jpeg~85~8.468100000000002~2~cn~2cn.jpeg~110~15.5236~3~cn~3cn.jpeg~108~17.7241~4~cn~4fl.jpeg~122~11.0889~5~cn~5fl.jpeg~68~10.4329~6~cn~6fl.jpeg~140~10.112400000000001~7~cn~7fl.jpeg~93~25~8~cn~8fl.jpeg~109~24.010000000000005~,,9,cn
2023-09-14 14:59:51,2023-09-14 15:15:04,0,100,913,1,2023-09-14 15:15:05,R_6hSpZZsj5QUBIlz,anonymous,EN,0.8999999761581421,1,1,1,1,2,3,,,5f4ff8efa8de8e14c2cd6e0b,Firefox,117.0,Windows NT 10.0,1536x864,'-2~cl~-2cl.jpeg~78~1.9320999999999997~-1~cl~-1cl.jpeg~77~17.7241~0~cl~0cl.jpeg~107~8.2369~1~cl~1cl.jpeg~86~2.9583999999999997~2~cl~2cl.jpeg~105~11.7649~3~cl~3cl.jpeg~99~10.3041~4~cl~4fn.jpeg~118~9.9225~5~cl~5fn.jpeg~70~18.7489~6~cl~6fn.jpeg~132~21.996100000000002~7~cl~7fn.jpeg~109~25~8~cl~8fn.jpeg~93~25~,,9,cl
2023-09-14 14:59:27,2023-09-14 15:15:39,0,100,971,1,2023-09-14 15:15:39,R_215NW53f9Uzk9YL,anonymous,EN,1,1,1,1,1,1,1,," If in negative situation you expect the worst or not",60b55a6d44e17d6f0b810cdd,Chrome,116.0.0.0,Windows NT 10.0,1920x1080,'-2~fl~-2fl.jpeg~78~2.0164~-1~fl~-1fl.jpeg~79~17.139599999999998~0~fl~0fl.jpeg~106~8.3521~1~fl~1fl.jpeg~72~4.368099999999999~2~fl~2fl.jpeg~104~11.0889~3~fl~3fl.jpeg~98~11.559999999999999~4~fl~4cn.jpeg~109~4.5796~5~fl~5cn.jpeg~85~3.8024999999999998~6~fl~6cn.jpeg~126~5.9536~7~fl~7cn.jpeg~109~24.800400000000003~8~fl~8cn.jpeg~93~18.147599999999997~,,9,fl
2023-09-14 14:59:41,2023-09-14 15:15:49,0,100,967,1,2023-09-14 15:15:49,R_2SpF3pAcjUAMXft,anonymous,EN,0.8999999761581421,1,1,1,1,1,2,interesting study,"Study perception of trends, mostly how when in more unpredictable scenarios ",6123b1db379e40b4b250298a,Chrome,116.0.0.0,Windows NT 10.0,1920x1080,'-2~cl~-2cl.jpeg~78~1.8769000000000002~-1~cl~-1cl.jpeg~78~17.556100000000004~0~cl~0cl.jpeg~106~8.2369~1~cl~1cl.jpeg~85~4.494400000000001~2~cl~2cl.jpeg~103~9.4864~3~cl~3cl.jpeg~99~14.7456~4~cl~4fn.jpeg~106~13.6161~5~cl~5fn.jpeg~89~11.2225~6~cl~6fn.jpeg~126~11.559999999999999~7~cl~7fn.jpeg~109~20.9764~8~cl~8fn.jpeg~93~23.522499999999997~,,9,cl
